asm_accession	organism	taxid	bioproject	biosample	strain	asm_seq_tech	n_chromosomes	true_size	asm_coverage	platform	checkm_completeness	checkm_contamination	checkm_completeness_percentile	release_date	library_selection	library_source	library_strategy	run	estimate	method	relative_size	relative_error	cpu_time	memory_mb	stats_num_seqs	stats_sum_len	stats_avg_len	stats_median_len	avg_qual
GCF_037752355.1	Escherichia coli	562	PRJNA607328	SAMN40298379		ONT	1	4645241	226.3	PACBIO_SMRT	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR28257247	5737455.0	lrge-2set	1.235125368091774	23.51253680917739	14.9	767.28	195945.0	1000003325.0	5103.5	4767.0	0.0
GCF_037752355.1	Escherichia coli	562	PRJNA607328	SAMN40298379		ONT	1	4645241	226.3	PACBIO_SMRT	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR28257247	5452720.0	mash	1.1738293018596881	17.382930185968824	104.53	3654.76	195945.0	1000003325.0	5103.5	4767.0	0.0
GCF_037752355.1	Escherichia coli	562	PRJNA607328	SAMN40298379		ONT	1	4645241	226.3	PACBIO_SMRT	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR28257247	4879236.0	genomescope	1.0503730592234073	5.037305922340735	48.64	8046.33	195945.0	1000003325.0	5103.5	4767.0	0.0
GCF_037752355.1	Escherichia coli	562	PRJNA607328	SAMN40298379		ONT	1	4645241	226.3	PACBIO_SMRT	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR28257247	4780611.0	raven	1.029141652715112	2.914165271511209	194.49	12103.13	195945.0	1000003325.0	5103.5	4767.0	0.0
GCF_037752355.1	Escherichia coli	562	PRJNA607328	SAMN40298379		ONT	1	4645241	226.3	OXFORD_NANOPORE	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868137	4708650.0	lrge-ava	1.0136503143755082	1.3650314375508181	192.31	3229.69	112555.0	1000005364.0	8884.6	4565.0	10.42
GCF_037752355.1	Escherichia coli	562	PRJNA607328	SAMN40298379		ONT	1	4645241	226.3	OXFORD_NANOPORE	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868137	4742552.0	lrge-2set	1.0209485363622683	2.0948536362268397	15.91	334.0	112555.0	1000005364.0	8884.6	4565.0	10.42
GCF_037752355.1	Escherichia coli	562	PRJNA607328	SAMN40298379		ONT	1	4645241	226.3	OXFORD_NANOPORE	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868137	8233630.0	mash	1.7724871540572384	77.24871540572383	75.04	1521.2	112555.0	1000005364.0	8884.6	4565.0	10.42
GCF_037752355.1	Escherichia coli	562	PRJNA607328	SAMN40298379		ONT	1	4645241	226.3	OXFORD_NANOPORE	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868137	4512757.0	genomescope	0.9714796282905451	-2.8520371709454904	47.71	4160.91	112555.0	1000005364.0	8884.6	4565.0	10.42
GCF_037752355.1	Escherichia coli	562	PRJNA607328	SAMN40298379		ONT	1	4645241	226.3	OXFORD_NANOPORE	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868137	4566800.0	raven	0.9831136855977979	-1.6886314402202167	308.53	10137.02	112555.0	1000005364.0	8884.6	4565.0	10.42
GCF_037756885.1	Escherichia coli	562	PRJNA607328	SAMN40298378		ONT	1	4638994	437.9	OXFORD_NANOPORE	99.53	0.15	95.43131	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868138	5502221.0	lrge-ava	1.1860806459331485	18.608064593314843	16.15	727.77	193701.0	1000000630.0	5162.6	2785.0	9.11
GCF_037756885.1	Escherichia coli	562	PRJNA607328	SAMN40298378		ONT	1	4638994	437.9	OXFORD_NANOPORE	99.53	0.15	95.43131	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868138	5532102.0	lrge-2set	1.1925219131561713	19.252191315617136	16.01	580.09	193701.0	1000000630.0	5162.6	2785.0	9.11
GCF_037756885.1	Escherichia coli	562	PRJNA607328	SAMN40298378		ONT	1	4638994	437.9	OXFORD_NANOPORE	99.53	0.15	95.43131	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868138	7624610.0	mash	1.6435912613812391	64.35912613812391	44.94	1889.0	193701.0	1000000630.0	5162.6	2785.0	9.11
GCF_037756885.1	Escherichia coli	562	PRJNA607328	SAMN40298378		ONT	1	4638994	437.9	OXFORD_NANOPORE	99.53	0.15	95.43131	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868138	4424635.0	genomescope	0.9537919212656882	-4.620807873431179	45.14	8077.85	193701.0	1000000630.0	5162.6	2785.0	9.11
GCF_037756885.1	Escherichia coli	562	PRJNA607328	SAMN40298378		ONT	1	4638994	437.9	OXFORD_NANOPORE	99.53	0.15	95.43131	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868138	4635581.0	raven	0.9992642801434967	-0.07357198565033712	249.94	11429.8	193701.0	1000000630.0	5162.6	2785.0	9.11
GCF_037756885.1	Escherichia coli	562	PRJNA607328	SAMN40298378		ONT	1	4638994	437.9	PACBIO_SMRT	99.53	0.15	95.43131	2024-04-05	RANDOM	GENOMIC	WGS	SRR28257243	7713369.0	lrge-ava	1.6627245044938623	66.27245044938623	21.92	1677.56	237079.0	1000002623.0	4218.0	3859.0	0.0
GCF_037756885.1	Escherichia coli	562	PRJNA607328	SAMN40298378		ONT	1	4638994	437.9	PACBIO_SMRT	99.53	0.15	95.43131	2024-04-05	RANDOM	GENOMIC	WGS	SRR28257243	7647731.0	lrge-2set	1.6485753161137953	64.85753161137954	9.86	473.28	237079.0	1000002623.0	4218.0	3859.0	0.0
GCF_037756885.1	Escherichia coli	562	PRJNA607328	SAMN40298378		ONT	1	4638994	437.9	PACBIO_SMRT	99.53	0.15	95.43131	2024-04-05	RANDOM	GENOMIC	WGS	SRR28257243	4596570.0	mash	0.9908549138024322	-0.9145086197567835	164.16	5819.53	237079.0	1000002623.0	4218.0	3859.0	0.0
GCF_037756885.1	Escherichia coli	562	PRJNA607328	SAMN40298378		ONT	1	4638994	437.9	PACBIO_SMRT	99.53	0.15	95.43131	2024-04-05	RANDOM	GENOMIC	WGS	SRR28257243	4334561.0	genomescope	0.9343752115221533	-6.562478847784671	48.25	8012.55	237079.0	1000002623.0	4218.0	3859.0	0.0
GCF_037756885.1	Escherichia coli	562	PRJNA607328	SAMN40298378		ONT	1	4638994	437.9	PACBIO_SMRT	99.53	0.15	95.43131	2024-04-05	RANDOM	GENOMIC	WGS	SRR28257243	4826932.0	raven	1.0405126628747525	4.051266287475259	136.13	11380.09	237079.0	1000002623.0	4218.0	3859.0	0.0
GCF_037759535.1	Escherichia coli	562	PRJNA607328	SAMN40298375		ONT	1	4648175	286.3	PACBIO_SMRT	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR28257202	7940756.0	lrge-ava	1.7083599477214175	70.83599477214176	21.7	1390.41	249682.0	1000003323.0	4005.1	3600.0	0.0
GCF_037759535.1	Escherichia coli	562	PRJNA607328	SAMN40298375		ONT	1	4648175	286.3	PACBIO_SMRT	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR28257202	7917742.0	lrge-2set	1.7034087572004066	70.34087572004066	11.21	480.49	249682.0	1000003323.0	4005.1	3600.0	0.0
GCF_037759535.1	Escherichia coli	562	PRJNA607328	SAMN40298375		ONT	1	4648175	286.3	PACBIO_SMRT	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR28257202	4639180.0	mash	0.9980648318963894	-0.1935168103610557	164.08	5769.77	249682.0	1000003323.0	4005.1	3600.0	0.0
GCF_037759535.1	Escherichia coli	562	PRJNA607328	SAMN40298375		ONT	1	4648175	286.3	PACBIO_SMRT	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR28257202	6151137.0	genomescope	1.3233445384478855	32.33445384478855	47.82	8011.89	249682.0	1000003323.0	4005.1	3600.0	0.0
GCF_037759535.1	Escherichia coli	562	PRJNA607328	SAMN40298375		ONT	1	4648175	286.3	PACBIO_SMRT	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR28257202	4791585.0	raven	1.0308529691760744	3.0852969176074483	238.27	11222.71	249682.0	1000003323.0	4005.1	3600.0	0.0
GCF_037759535.1	Escherichia coli	562	PRJNA607328	SAMN40298375		ONT	1	4648175	286.3	OXFORD_NANOPORE	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868141	5805701.0	lrge-ava	1.2490280593996568	24.902805939965685	72.14	1691.58	186989.0	1000005016.0	5347.9	2622.0	8.93
GCF_037759535.1	Escherichia coli	562	PRJNA607328	SAMN40298375		ONT	1	4648175	286.3	OXFORD_NANOPORE	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868141	5710855.0	lrge-2set	1.2286230617392848	22.862306173928477	15.54	6.0	186989.0	1000005016.0	5347.9	2622.0	8.93
GCF_037759535.1	Escherichia coli	562	PRJNA607328	SAMN40298375		ONT	1	4648175	286.3	OXFORD_NANOPORE	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868141	7920140.0	mash	1.7039246586025698	70.39246586025698	45.14	1470.14	186989.0	1000005016.0	5347.9	2622.0	8.93
GCF_037759535.1	Escherichia coli	562	PRJNA607328	SAMN40298375		ONT	1	4648175	286.3	OXFORD_NANOPORE	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868141	4556706.0	genomescope	0.9803215240390045	-1.9678475960995443	46.96	4679.82	186989.0	1000005016.0	5347.9	2622.0	8.93
GCF_037759535.1	Escherichia coli	562	PRJNA607328	SAMN40298375		ONT	1	4648175	286.3	OXFORD_NANOPORE	99.48	0.15	89.7251	2024-04-05	RANDOM	GENOMIC	WGS	SRR30868141	4759213.0	raven	1.0238885153850705	2.3888515385070486	250.64	11275.25	186989.0	1000005016.0	5347.9	2622.0	8.93
GCF_038396545.1	Escherichia coli	562	PRJNA1078256	SAMN39992805	19A14	Illumina;ONT	2	4882635	150.0	OXFORD_NANOPORE	99.52	0.15	94.85326	2024-04-22	RANDOM	GENOMIC	WGS	SRR28036849	4763702.0	lrge-ava	0.9756416361247564	-2.4358363875243594	192.75	2012.47	144288.0	1000001382.0	6930.6	6634.0	13.38
GCF_038396545.1	Escherichia coli	562	PRJNA1078256	SAMN39992805	19A14	Illumina;ONT	2	4882635	150.0	OXFORD_NANOPORE	99.52	0.15	94.85326	2024-04-22	RANDOM	GENOMIC	WGS	SRR28036849	4712370.0	lrge-2set	0.9651284603497906	-3.4871539650209367	15.58	6.0	144288.0	1000001382.0	6930.6	6634.0	13.38
GCF_038396545.1	Escherichia coli	562	PRJNA1078256	SAMN39992805	19A14	Illumina;ONT	2	4882635	150.0	OXFORD_NANOPORE	99.52	0.15	94.85326	2024-04-22	RANDOM	GENOMIC	WGS	SRR28036849	6061150.0	mash	1.2413686462330278	24.136864623302788	15.24	412.22	144288.0	1000001382.0	6930.6	6634.0	13.38
GCF_038396545.1	Escherichia coli	562	PRJNA1078256	SAMN39992805	19A14	Illumina;ONT	2	4882635	150.0	OXFORD_NANOPORE	99.52	0.15	94.85326	2024-04-22	RANDOM	GENOMIC	WGS	SRR28036849	4578123.0	genomescope	0.937633675259363	-6.236632474063697	46.93	3944.93	144288.0	1000001382.0	6930.6	6634.0	13.38
GCF_038396545.1	Escherichia coli	562	PRJNA1078256	SAMN39992805	19A14	Illumina;ONT	2	4882635	150.0	OXFORD_NANOPORE	99.52	0.15	94.85326	2024-04-22	RANDOM	GENOMIC	WGS	SRR28036849	4811852.0	raven	0.9855031146092222	-1.4496885390777725	488.15	10357.42	144288.0	1000001382.0	6930.6	6634.0	13.38
GCF_039926885.1	Escherichia coli	562	PRJNA607328	SAMN41494457		ONT	2	4638787	376.2	OXFORD_NANOPORE	99.53	0.15	95.43131	2024-05-31	RANDOM	GENOMIC	WGS	SRR30868088	6259720.0	lrge-ava	1.3494303575482125	34.94303575482125	15.93	442.0	203744.0	1000005706.0	4908.1	1800.0	9.84
GCF_039926885.1	Escherichia coli	562	PRJNA607328	SAMN41494457		ONT	2	4638787	376.2	OXFORD_NANOPORE	99.53	0.15	95.43131	2024-05-31	RANDOM	GENOMIC	WGS	SRR30868088	6807100.0	lrge-2set	1.467431033155866	46.743103315586595	15.72	470.68	203744.0	1000005706.0	4908.1	1800.0	9.84
GCF_039926885.1	Escherichia coli	562	PRJNA607328	SAMN41494457		ONT	2	4638787	376.2	OXFORD_NANOPORE	99.53	0.15	95.43131	2024-05-31	RANDOM	GENOMIC	WGS	SRR30868088	8332590.0	mash	1.7962863998713456	79.62863998713456	74.93	1526.19	203744.0	1000005706.0	4908.1	1800.0	9.84
GCF_039926885.1	Escherichia coli	562	PRJNA607328	SAMN41494457		ONT	2	4638787	376.2	OXFORD_NANOPORE	99.53	0.15	95.43131	2024-05-31	RANDOM	GENOMIC	WGS	SRR30868088	5307660.0	genomescope	1.1441913586461288	14.419135864612883	46.6	4560.88	203744.0	1000005706.0	4908.1	1800.0	9.84
GCF_039926885.1	Escherichia coli	562	PRJNA607328	SAMN41494457		ONT	2	4638787	376.2	OXFORD_NANOPORE	99.53	0.15	95.43131	2024-05-31	RANDOM	GENOMIC	WGS	SRR30868088	4567251.0	raven	0.9845787271543186	-1.5421272845681426	252.37	10211.2	203744.0	1000005706.0	4908.1	1800.0	9.84
GCF_040745645.1	Escherichia coli	562	PRJNA1127758	SAMN42018128	PEC1009	PacBio	3	4796457	435.9	PACBIO_SMRT	99.35	0.47	78.70672	2024-07-18	size fractionation	GENOMIC	WGS	SRR29944176	6407725.0	lrge-ava	1.3359287907720219	33.59287907720219	21.57	1807.23	173647.0	1000000578.0	5758.8	5558.0	0.0
GCF_040745645.1	Escherichia coli	562	PRJNA1127758	SAMN42018128	PEC1009	PacBio	3	4796457	435.9	PACBIO_SMRT	99.35	0.47	78.70672	2024-07-18	size fractionation	GENOMIC	WGS	SRR29944176	6375199.0	lrge-2set	1.3291475353578694	32.914753535786936	15.83	850.96	173647.0	1000000578.0	5758.8	5558.0	0.0
GCF_040745645.1	Escherichia coli	562	PRJNA1127758	SAMN42018128	PEC1009	PacBio	3	4796457	435.9	PACBIO_SMRT	99.35	0.47	78.70672	2024-07-18	size fractionation	GENOMIC	WGS	SRR29944176	5213590.0	mash	1.0869669007769693	8.696690077696934	134.86	5286.67	173647.0	1000000578.0	5758.8	5558.0	0.0
GCF_040745645.1	Escherichia coli	562	PRJNA1127758	SAMN42018128	PEC1009	PacBio	3	4796457	435.9	PACBIO_SMRT	99.35	0.47	78.70672	2024-07-18	size fractionation	GENOMIC	WGS	SRR29944176	5154480.0	genomescope	1.074643221027521	7.464322102752094	52.76	5151.95	173647.0	1000000578.0	5758.8	5558.0	0.0
GCF_040745645.1	Escherichia coli	562	PRJNA1127758	SAMN42018128	PEC1009	PacBio	3	4796457	435.9	PACBIO_SMRT	99.35	0.47	78.70672	2024-07-18	size fractionation	GENOMIC	WGS	SRR29944176	4983753.0	raven	1.0390488229124122	3.9048822912412224	191.91	11347.98	173647.0	1000000578.0	5758.8	5558.0	0.0
GCF_040763055.1	Escherichia coli	562	PRJNA1071971	SAMN39826502	MG1655p	Illumina;ONT	2	4703667	100.0	OXFORD_NANOPORE	99.47	0.26	88.62103	2024-07-19	unspecified	GENOMIC	WGS	SRR27869584	4965724.0	lrge-ava	1.0557133402513401	5.571334025134007	140.67	1980.08	80645.0	547798900.0	6792.7	2407.0	12.34
GCF_040763055.1	Escherichia coli	562	PRJNA1071971	SAMN39826502	MG1655p	Illumina;ONT	2	4703667	100.0	OXFORD_NANOPORE	99.47	0.26	88.62103	2024-07-19	unspecified	GENOMIC	WGS	SRR27869584	4948545.0	lrge-2set	1.0520610834057769	5.206108340577681	22.01	817.18	80645.0	547798900.0	6792.7	2407.0	12.34
GCF_040763055.1	Escherichia coli	562	PRJNA1071971	SAMN39826502	MG1655p	Illumina;ONT	2	4703667	100.0	OXFORD_NANOPORE	99.47	0.26	88.62103	2024-07-19	unspecified	GENOMIC	WGS	SRR27869584	5221660.0	mash	1.1101253553876156	11.012535538761565	15.25	726.29	80645.0	547798900.0	6792.7	2407.0	12.34
GCF_040763055.1	Escherichia coli	562	PRJNA1071971	SAMN39826502	MG1655p	Illumina;ONT	2	4703667	100.0	OXFORD_NANOPORE	99.47	0.26	88.62103	2024-07-19	unspecified	GENOMIC	WGS	SRR27869584	4335963.0	genomescope	0.9218260986587699	-7.8173901341230145	20.21	1833.63	80645.0	547798900.0	6792.7	2407.0	12.34
GCF_040763055.1	Escherichia coli	562	PRJNA1071971	SAMN39826502	MG1655p	Illumina;ONT	2	4703667	100.0	OXFORD_NANOPORE	99.47	0.26	88.62103	2024-07-19	unspecified	GENOMIC	WGS	SRR27869584	4612706.0	raven	0.9806616837458945	-1.9338316254105574	140.37	5056.26	80645.0	547798900.0	6792.7	2407.0	12.34
GCF_040834075.1	Escherichia coli	562	PRJNA1134078	SAMN42392494	STK77-E	ONT	1	4887257		OXFORD_NANOPORE	99.56	0.97	99.95911	2024-07-25	RANDOM	GENOMIC	WGS	SRR29859760	5064573.0	lrge-ava	1.0362812923486528	3.6281292348652836	136.74	1399.35	151577.0	692312748.0	4567.4	2199.0	17.4
GCF_040834075.1	Escherichia coli	562	PRJNA1134078	SAMN42392494	STK77-E	ONT	1	4887257		OXFORD_NANOPORE	99.56	0.97	99.95911	2024-07-25	RANDOM	GENOMIC	WGS	SRR29859760	5040436.0	lrge-2set	1.031342530175925	3.134253017592486	17.7	448.95	151577.0	692312748.0	4567.4	2199.0	17.4
GCF_040834075.1	Escherichia coli	562	PRJNA1134078	SAMN42392494	STK77-E	ONT	1	4887257		OXFORD_NANOPORE	99.56	0.97	99.95911	2024-07-25	RANDOM	GENOMIC	WGS	SRR29859760	5007400.0	mash	1.024582910209142	2.4582910209141855	15.16	385.25	151577.0	692312748.0	4567.4	2199.0	17.4
GCF_040834075.1	Escherichia coli	562	PRJNA1134078	SAMN42392494	STK77-E	ONT	1	4887257		OXFORD_NANOPORE	99.56	0.97	99.95911	2024-07-25	RANDOM	GENOMIC	WGS	SRR29859760	4810135.0	genomescope	0.9842197780881996	-1.5780221911800423	16.96	1727.81	151577.0	692312748.0	4567.4	2199.0	17.4
GCF_040834075.1	Escherichia coli	562	PRJNA1134078	SAMN42392494	STK77-E	ONT	1	4887257		OXFORD_NANOPORE	99.56	0.97	99.95911	2024-07-25	RANDOM	GENOMIC	WGS	SRR29859760	4885546.0	raven	0.9996499058674426	-0.03500941325573834	318.86	6652.05	151577.0	692312748.0	4567.4	2199.0	17.4
GCF_041080855.1	Escherichia coli	562	PRJNA607328	SAMN41934464		ONT	2	4774484	226.5	OXFORD_NANOPORE	99.45	0.15	86.53928	2024-08-08	RANDOM	GENOMIC	WGS	SRR30868085	5239232.0	lrge-ava	1.0973399429132027	9.733994291320275	76.55	1843.96	152167.0	923638134.0	6069.9	3133.0	9.89
GCF_041080855.1	Escherichia coli	562	PRJNA607328	SAMN41934464		ONT	2	4774484	226.5	OXFORD_NANOPORE	99.45	0.15	86.53928	2024-08-08	RANDOM	GENOMIC	WGS	SRR30868085	5208543.0	lrge-2set	1.0909122326098486	9.091223260984851	16.14	625.21	152167.0	923638134.0	6069.9	3133.0	9.89
GCF_041080855.1	Escherichia coli	562	PRJNA607328	SAMN41934464		ONT	2	4774484	226.5	OXFORD_NANOPORE	99.45	0.15	86.53928	2024-08-08	RANDOM	GENOMIC	WGS	SRR30868085	7077870.0	mash	1.4824366360846533	48.24366360846533	74.97	1637.25	152167.0	923638134.0	6069.9	3133.0	9.89
GCF_041080855.1	Escherichia coli	562	PRJNA607328	SAMN41934464		ONT	2	4774484	226.5	OXFORD_NANOPORE	99.45	0.15	86.53928	2024-08-08	RANDOM	GENOMIC	WGS	SRR30868085	4513272.0	genomescope	0.9452900041135335	-5.470999588646648	47.45	4874.74	152167.0	923638134.0	6069.9	3133.0	9.89
GCF_041080855.1	Escherichia coli	562	PRJNA607328	SAMN41934464		ONT	2	4774484	226.5	OXFORD_NANOPORE	99.45	0.15	86.53928	2024-08-08	RANDOM	GENOMIC	WGS	SRR30868085	4754660.0	raven	0.9958479282787417	-0.4152071721258256	250.34	10637.83	152167.0	923638134.0	6069.9	3133.0	9.89
GCF_041879485.1	Escherichia coli	562	PRJNA1100578	SAMN40976565	UTAK-12	ONT	3	5891468	257.0	OXFORD_NANOPORE	99.34	0.72	77.217896	2024-09-11	RANDOM	GENOMIC	WGS	SRR28800578	5107006.0	lrge-ava	0.8668477873426453	-13.315221265735467	488.38	2731.71	116807.0	1000001391.0	8561.1	4502.0	17.41
GCF_041879485.1	Escherichia coli	562	PRJNA1100578	SAMN40976565	UTAK-12	ONT	3	5891468	257.0	OXFORD_NANOPORE	99.34	0.72	77.217896	2024-09-11	RANDOM	GENOMIC	WGS	SRR28800578	5061273.0	lrge-2set	0.8590852059283017	-14.091479407169826	72.27	991.17	116807.0	1000001391.0	8561.1	4502.0	17.41
GCF_041879485.1	Escherichia coli	562	PRJNA1100578	SAMN40976565	UTAK-12	ONT	3	5891468	257.0	OXFORD_NANOPORE	99.34	0.72	77.217896	2024-09-11	RANDOM	GENOMIC	WGS	SRR28800578	5749840.0	mash	0.9759604906620897	-2.4039509337910347	15.4	385.51	116807.0	1000001391.0	8561.1	4502.0	17.41
GCF_041879485.1	Escherichia coli	562	PRJNA1100578	SAMN40976565	UTAK-12	ONT	3	5891468	257.0	OXFORD_NANOPORE	99.34	0.72	77.217896	2024-09-11	RANDOM	GENOMIC	WGS	SRR28800578	5139981.0	genomescope	0.8724448643360195	-12.755513566398053	46.56	8090.94	116807.0	1000001391.0	8561.1	4502.0	17.41
GCF_041879485.1	Escherichia coli	562	PRJNA1100578	SAMN40976565	UTAK-12	ONT	3	5891468	257.0	OXFORD_NANOPORE	99.34	0.72	77.217896	2024-09-11	RANDOM	GENOMIC	WGS	SRR28800578	5859785.0	raven	0.9946222231878371	-0.5377776812162944	613.19	8638.23	116807.0	1000001391.0	8561.1	4502.0	17.41
GCF_041880775.1	Escherichia coli	562	PRJNA1100578	SAMN40976563	UTME-4	ONT	2	5574726	374.0	OXFORD_NANOPORE	99.35	0.15	78.70672	2024-09-11	RANDOM	GENOMIC	WGS	SRR28800581	5125276.0	lrge-ava	0.9193772034715249	-8.062279652847511	311.65	2354.02	128869.0	1000009470.0	7759.9	4175.0	17.55
GCF_041880775.1	Escherichia coli	562	PRJNA1100578	SAMN40976563	UTME-4	ONT	2	5574726	374.0	OXFORD_NANOPORE	99.35	0.15	78.70672	2024-09-11	RANDOM	GENOMIC	WGS	SRR28800581	5118046.0	lrge-2set	0.9180802787437445	-8.191972125625547	73.76	998.11	128869.0	1000009470.0	7759.9	4175.0	17.55
GCF_041880775.1	Escherichia coli	562	PRJNA1100578	SAMN40976563	UTME-4	ONT	2	5574726	374.0	OXFORD_NANOPORE	99.35	0.15	78.70672	2024-09-11	RANDOM	GENOMIC	WGS	SRR28800581	5708590.0	mash	1.0240126599944104	2.4012659994410486	14.98	382.54	128869.0	1000009470.0	7759.9	4175.0	17.55
GCF_041880775.1	Escherichia coli	562	PRJNA1100578	SAMN40976563	UTME-4	ONT	2	5574726	374.0	OXFORD_NANOPORE	99.35	0.15	78.70672	2024-09-11	RANDOM	GENOMIC	WGS	SRR28800581	4889592.0	genomescope	0.877099968680075	-12.290003131992496	46.4	3577.78	128869.0	1000009470.0	7759.9	4175.0	17.55
GCF_041880775.1	Escherichia coli	562	PRJNA1100578	SAMN40976563	UTME-4	ONT	2	5574726	374.0	OXFORD_NANOPORE	99.35	0.15	78.70672	2024-09-11	RANDOM	GENOMIC	WGS	SRR28800581	5718800.0	raven	1.0258441401424931	2.5844140142493104	494.05	8578.09	128869.0	1000009470.0	7759.9	4175.0	17.55
GCF_963575395.1	Escherichia coli	562	PRJEB62104	SAMEA113543029		Illumina;ONT	5	5425457	60.0	OXFORD_NANOPORE	99.45	2.3	86.53928	2023-10-28	RANDOM	GENOMIC	WGS	ERR11749495	5417598.0	lrge-ava	0.9985514584301378	-0.14485415698622253	132.77	1735.7	44954.0	257640689.0	5731.2	3443.0	13.43
GCF_963575395.1	Escherichia coli	562	PRJEB62104	SAMEA113543029		Illumina;ONT	5	5425457	60.0	OXFORD_NANOPORE	99.45	2.3	86.53928	2023-10-28	RANDOM	GENOMIC	WGS	ERR11749495	5392706.0	lrge-2set	0.9939634578248432	-0.6036542175156857	15.89	703.01	44954.0	257640689.0	5731.2	3443.0	13.43
GCF_963575395.1	Escherichia coli	562	PRJEB62104	SAMEA113543029		Illumina;ONT	5	5425457	60.0	OXFORD_NANOPORE	99.45	2.3	86.53928	2023-10-28	RANDOM	GENOMIC	WGS	ERR11749495	5313910.0	mash	0.9794400729744979	-2.0559927025502183	15.12	717.93	44954.0	257640689.0	5731.2	3443.0	13.43
GCF_963575395.1	Escherichia coli	562	PRJEB62104	SAMEA113543029		Illumina;ONT	5	5425457	60.0	OXFORD_NANOPORE	99.45	2.3	86.53928	2023-10-28	RANDOM	GENOMIC	WGS	ERR11749495	5243089.0	genomescope	0.9663866103813927	-3.3613389618607243	15.78	2153.74	44954.0	257640689.0	5731.2	3443.0	13.43
GCF_963575395.1	Escherichia coli	562	PRJEB62104	SAMEA113543029		Illumina;ONT	5	5425457	60.0	OXFORD_NANOPORE	99.45	2.3	86.53928	2023-10-28	RANDOM	GENOMIC	WGS	ERR11749495	5378416.0	raven	0.9913295783193932	-0.8670421680606814	27.37	2032.47	44954.0	257640689.0	5731.2	3443.0	13.43
GCF_963575505.1	Escherichia coli	562	PRJEB62104	SAMEA113542875		Illumina;ONT	7	5142398	60.0	OXFORD_NANOPORE	99.56	0.37	99.95911	2023-10-28	RANDOM	GENOMIC	WGS	ERR11749503	7871549.0	lrge-ava	1.5307156311121777	53.07156311121777	70.54	1076.05	408664.0	1000003560.0	2447.0	1370.0	9.79
GCF_963575505.1	Escherichia coli	562	PRJEB62104	SAMEA113542875		Illumina;ONT	7	5142398	60.0	OXFORD_NANOPORE	99.56	0.37	99.95911	2023-10-28	RANDOM	GENOMIC	WGS	ERR11749503	5636204.0	lrge-2set	1.096026406357501	9.602640635750092	15.64	338.69	408664.0	1000003560.0	2447.0	1370.0	9.79
GCF_963575505.1	Escherichia coli	562	PRJEB62104	SAMEA113542875		Illumina;ONT	7	5142398	60.0	OXFORD_NANOPORE	99.56	0.37	99.95911	2023-10-28	RANDOM	GENOMIC	WGS	ERR11749503	8697110.0	mash	1.6912557137740019	69.12557137740019	45.19	776.21	408664.0	1000003560.0	2447.0	1370.0	9.79
GCF_963575505.1	Escherichia coli	562	PRJEB62104	SAMEA113542875		Illumina;ONT	7	5142398	60.0	OXFORD_NANOPORE	99.56	0.37	99.95911	2023-10-28	RANDOM	GENOMIC	WGS	ERR11749503	9228679.0	genomescope	1.7946255812949523	79.46255812949524	46.78	4332.0	408664.0	1000003560.0	2447.0	1370.0	9.79
GCF_963575505.1	Escherichia coli	562	PRJEB62104	SAMEA113542875		Illumina;ONT	7	5142398	60.0	OXFORD_NANOPORE	99.56	0.37	99.95911	2023-10-28	RANDOM	GENOMIC	WGS	ERR11749503	5034703.0	raven	0.9790574358499673	-2.0942564150032728	229.17	10073.58	408664.0	1000003560.0	2447.0	1370.0	9.79
