GCF_001444445.1	Hoylesella enoeca	76123	PRJNA282954	SAMN04260158	ASM144444v1	97.93	100	
GCF_013745115.1	Hujiaoplasma nucleasis	2725268	PRJNA623675	SAMN14556364	ASM1374511v1	95.69	100	
GCF_007859675.1	Humibacter ginsenosidimutans	2599293	PRJNA556507	SAMN12358602	ASM785967v1	96.11	100	0.96
GCF_015169395.1	Humisphaera borealis	2807512	PRJNA672121	SAMN16556687	ASM1516939v1	95.56	100	1.56
GCF_025149285.1	Hungatella hathewayi	154046	PRJNA746600	SAMN20222677	ASM2514928v1	99.06	95.454544	1.43
GCF_032814565.1	Hwangdonia lutea	3075823	PRJNA1019108	SAMN37404459	ASM3281456v1	100	100	
GCF_004851605.1	Hydrocarboniclastica marina	2259620	PRJNA479718	SAMN09602974	ASM485160v1	97.83	100	2.31
GCF_019645935.1	Hydrogenibacillus sp. N12	2866627	PRJNA752454	SAMN20597658	ASM1964593v1	90.94	100	1.17
GCF_030296055.1	Hydrogenimonas cancrithermarum	2993563	PRJDB14735	SAMD00555381	ASM3029605v1	98.9	100	11
GCF_040436365.1	Hydrogenimonas sp. SS33	2954236	PRJDB13813	SAMD00508610	ASM4043636v1	99.27	100	2.65
GCF_032850805.1	Hydrogenimonas thermophila	223786	PRJNA1027099	SAMN37776365	ASM3285080v1	99.27	100	3.17
GCF_032850045.1	Hydrogenimonas thermophila	223786	PRJNA1027068	SAMN37774809	ASM3285004v1	99.27	100	3.17
GCF_016593255.1	Hydrogenimonas urashimensis	2740515	PRJDB9990	SAMD00229896	ASM1659325v1	98.35	100	3.68
GCF_033971325.1	Hydrogenobacter sp. T-2	1632018	PRJNA659730	SAMN15924605	ASM3397132v1	80.31	100	4.72
GCF_001761385.1	Hydrogenophaga crassostreae	1763535	PRJNA341556	SAMN05726019	ASM176138v1	97.72	50	0.76
GCF_011388215.1	Hydrogenophaga crocea	2716225	PRJNA611009	SAMN14330252	ASM1138821v1	99.56	100	1.99
GCF_004353865.1	Hydrogenophaga pseudoflava	47421	PRJNA525691	SAMN11056680	ASM435386v1	99.47	100	0.76
GCF_042466645.1	Hydrogenophaga sp. ANAO-22	3166645	PRJNA622630	SAMN41832008	ASM4246664v1	98.51	100	1.85
GCF_009859475.1	Hydrogenophaga sp. BPS33	2651974	PRJNA575175	SAMN12879172	ASM985947v1	99.81	100	1.38
GCF_004795855.1	Hydrogenophaga sp. PAMC20947	2565558	PRJNA531580	SAMN11370210	ASM479585v1	98.39	100	2
GCF_000263795.2	Hydrogenophaga sp. PBC	795665	PRJNA84413	SAMN02471431	Hint_PBC	99.03	100	1.46
GCF_009859815.1	Hydrogenophaga sp. PBL-H3	434010	PRJNA575175	SAMN12879170	ASM985981v1	98.61	100	3.18
GCF_010104355.1	Hydrogenophaga sp. PBL-H3	434010	PRJNA575175	SAMN12879171	ASM1010435v1	98.61	100	3.18
GCF_001713375.1	Hydrogenophaga sp. RAC07	1842537	PRJNA319837	SAMN04909718	ASM171337v1	99.28	100	1.68
GCF_021729865.1	Hydrogenophaga sp. SL48	2806347	PRJNA669344	SAMN16451201	ASM2172986v1	99.28	100	1.23
GCF_034421675.1	Hydrogenophaga sp. SNF1	3098762	PRJNA1046149	SAMN38441132	ASM3442167v1	99.11	100	1.46
GCF_042696965.1	Hydrogenophaga sp. UC242_53	3350170	PRJNA1090919	SAMN43526788	Isolate53	82.45	100	1.26
GCF_016903055.1	Hydrogenophaga sp. YM1	2806262	PRJNA695130	SAMN17602092	ASM1690305v1	99.45	100	1.26
GCF_020510545.1	Hydrogenophaga taeniospiralis	65656	PRJNA727717	SAMN19030611	ASM2051054v1	98.72	60	2.6
GCF_004786015.1	Hydrogenovibrio crunogenus	39765	PRJNA488626	SAMN09937998	ASM478601v1	99.66	100	
GCF_022921095.1	Hymenobacter aerilatus	2932251	PRJNA822899	SAMN27282158	ASM2292109v1	94.05	100	1.68
GCF_008728635.1	Hymenobacter baengnokdamensis	2615203	PRJNA573560	SAMN12816965	ASM872863v1	87.34	100	3.19
GCF_009906935.1	Hymenobacter busanensis	2607656	PRJNA600765	SAMN13831097	ASM990693v1	92.64	50	3.31
GCF_027359925.1	Hymenobacter canadensis	2999067	PRJNA912861	SAMN32260322	ASM2735992v1	94.84	100	2.62
GCF_022919215.1	Hymenobacter cellulosilyticus	2932248	PRJNA822893	SAMN27281773	ASM2291921v1	78.64	100	4.24
GCF_022919135.1	Hymenobacter cellulosivorans	2932249	PRJNA822896	SAMN27281869	ASM2291913v1	96.09	100	4.75
GCF_006337165.1	Hymenobacter jejuensis	2502781	PRJNA545865	SAMN11935848	ASM633716v1	95.55	100	3.24
GCF_022811645.1	Hymenobacter monticola	1705399	PRJNA820590	SAMN27018319	ASM2281164v1	92.75	50	5.04
GCF_003149515.1	Hymenobacter nivis	1850093	PRJNA453646	SAMN08984992	ASM314951v1	88.25	50	4.22
GCF_003574965.1	Hymenobacter oligotrophus	2319843	PRJNA490243	SAMN10031373	ASM357496v1	91.62	100	2.02
GCF_014489555.1	Hymenobacter qilianensis	1385715	PRJNA658869	SAMN15892349	ASM1448955v1	83.81	50	3.34
GCF_004355185.1	Hymenobacter radiodurans	2496028	PRJNA513890	SAMN10716000	ASM435518v1	88.89	100	2.85
GCF_001507645.1	Hymenobacter sedentarius	1411621	PRJNA305453	SAMN04325376	ASM150764v1	91.6	100	1.82
GCF_014250515.1	Hymenobacter sediminicola	2761579	PRJNA654601	SAMN15719522	ASM1425051v1	94.59	100	1.08
GCF_022921075.1	Hymenobacter sp. 5317J-9	2932250	PRJNA822898	SAMN27282154	ASM2292107v1	91.59	100	3.4
GCF_022919455.1	Hymenobacter sp. 5414T-23	2932252	PRJNA822900	SAMN27282167	ASM2291945v1	93.78	100	3.06
GCF_022919335.1	Hymenobacter sp. 5516J-16	2932253	PRJNA822901	SAMN27282184	ASM2291933v1	74.22	100	2.55
GCF_013256625.1	Hymenobacter sp. BRD128	2675878	PRJNA590344	SAMN13324957	ASM1325662v1	85.86	100	3.72
GCF_013256425.1	Hymenobacter sp. BRD67	2675877	PRJNA590343	SAMN13324956	ASM1325642v1	76.03	100	3.76
GCF_012273015.1	Hymenobacter sp. BT18	2835648	PRJNA622885	SAMN14531600	ASM1227301v1	94.46	100	3.48
GCF_001280305.1	Hymenobacter sp. DG25A	1385663	PRJNA293647	SAMN04009128	ASM128030v1	90.55	100	1.57
GCF_000801315.1	Hymenobacter sp. DG25B	1385664	PRJNA266853	SAMN03174911	ASM80131v1	91.47	100	1.94
GCF_035609205.1	Hymenobacter sp. GOD-10R	3093922	PRJNA1037284	SAMN38167301	ASM3560920v1	96.63	100	6.35
GCF_011305775.1	Hymenobacter sp. HDW8	2714932	PRJNA609853	SAMN14260661	ASM1130577v1	92.58	100	3.92
GCF_014217645.1	Hymenobacter sp. NBH84	2596915	PRJNA554385	SAMN12282940	ASM1421764v1	93.78	100	2.81
GCF_001562275.1	Hymenobacter sp. PAMC 26628	1484118	PRJNA310357	SAMN04451522	ASM156227v1	90.56	100	3.92
GCF_025979885.1	Hymenobacter sp. YIM 151500-1	2987689	PRJNA892269	SAMN31373488	ASM2597988v1	91.99	100	1.61
GCF_025979705.1	Hymenobacter sp. YIM 151858-1	2987688	PRJNA892264	SAMN31373366	ASM2597970v1	90.58	100	2.47
GCF_023101345.1	Hymenobacter sublimis	2933777	PRJNA824972	SAMN27488126	ASM2310134v1	96.27	100	2.06
GCF_013137895.1	Hymenobacter taeanensis	2735321	PRJNA631552	SAMN14883640	ASM1313789v1	96.9	100	2.57
GCF_022827545.1	Hymenobacter tibetensis	497967	PRJNA821356	SAMN27067608	ASM2282754v1	96.72	100	4.15
GCF_022921055.1	Hymenobacter volaticus	2932254	PRJNA822903	SAMN27282198	ASM2292105v1	87.73	100	4.63
GCF_027625995.1	Hymenobacter yonginensis	748197	PRJNA916345	SAMN32422662	ASM2762599v1	95.39	100	1.28
GCF_008728835.1	Hypericibacter adhaerens	2602016	PRJNA558203	SAMN12429833	ASM872883v1	98.9	100	0.22
GCF_008728855.1	Hypericibacter terrae	2602015	PRJNA558195	SAMN12429786	ASM872885v1	99.56	100	1.32
GCF_014323565.1	Hyphobacterium sp. CCMP332	2749086	PRJNA642781	SAMN15398343	ASM1432356v1	91.87	100	
GCF_028748065.1	Hyphococcus flavus	1866326	PRJNA934828	SAMN33282959	ASM2874806v1	98.65	100	1.01
GCF_027886585.1	Hyphomicrobium sp. DMF-1	3019544	PRJNA921908	SAMN32638570	ASM2788658v1	99.4	100	0.5
GCF_017309975.1	Hyphomonas sp. KY3	2016196	PRJNA392096	SAMN07281418	ASM1730997v1	99.59	100	0.35
GCF_001854405.1	Hyphomonas sp. Mor2	1906738	PRJNA345363	SAMN05826286	ASM185440v1	98.11	100	2.92
GCF_028532485.1	Iamia majanohamensis	467976	PRJNA929121	SAMN32952419	ASM2853248v1	96.64	100	1.26
GCF_019443745.1	Iamia sp. SCSIO 61187	2722752	PRJNA616177	SAMN14483345	ASM1944374v1	96.5	100	2.1
GCF_021049305.1	Ideonella dechloratans	36863	PRJNA305687	SAMN23421340	ASM2104930v1	99.61	100	0.46
GCF_019797805.1	Idiomarina abyssalis	86102	PRJNA756398	SAMN20865297	ASM1979780v1	98.61	90.47619	1.6
GCF_024398575.1	Idiomarina loihiensis	135577	PRJNA726523	SAMN18929850	ASM2439857v1	99.5	37.5	0.88
GCF_002211765.1	Idiomarina piscisalsi	1096243	PRJNA391387	SAMN07267296	ASM221176v1	98.15	100	0.65
GCF_002968395.1	Idiomarina sp. OT37-5b	2100422	PRJNA435907	SAMN08606195	ASM296839v1	98.13	100	1.66
GCF_034373425.1	Idiomarina sp. OXR-189	3100175	PRJNA1046213	SAMN38477426	ASM3437342v1	98.2	100	0.54
GCF_034422975.1	Idiomarina sp. PL1-037	3095365	PRJNA1039979	SAMN38237614	ASM3442297v1	97.93	100	0.79
GCF_038500265.1	Ignatzschineria larvae DSM 13226	1111732	PRJNA1092626	SAMN40629998	ASM3850026v1	83.3	100	10.98
GCF_022655595.1	Ignatzschineria rhizosphaerae	2923279	PRJNA812364	SAMN26377311	ASM2265559v1	79.65	100	12.94
GCF_023195815.2	Ignavigranum ruoffiae	89093	PRJNA830926	SAMN27745066	ASM2319581v2	97.78	100	1.09
GCF_001697225.1	Immundisolibacter cernigliae	1810504	PRJNA314077	SAMN04528780	ASM169722v1	96.58	100	1.12
GCF_032999765.1	Imperialibacter roseus	1324217	PRJNA1022829	SAMN37629620	ASM3299976v1	98.28	100	5.57
GCF_028743515.2	Imtechella halotolerans	1165090	PRJNA933689	SAMN33245274	ASM2874351v2	98.87	25	
GCF_003568845.1	Indioceanicola profundi	2220096	PRJNA475899	SAMN09405541	ASM356884v1	100	100	1.54
GCF_005952805.1	Inhella inkyongensis	392593	PRJNA544366	SAMN11834752	ASM595280v1	99.66	100	0.46
GCF_032769475.1	Intestinibacillus sp. NTUH-41-i26	3079303	PRJNA1023627	SAMN37667845	ASM3276947v1	95.58	100	0.44
GCF_025148965.1	Intestinibacter bartlettii	261299	PRJNA746600	SAMN20222675	ASM2514896v1	100	100	
GCF_003925875.1	Intestinibaculum porci	2487118	PRJDB7628	SAMD00149527	ASM392587v1	99.37	100	1.26
GCF_004154955.1	Intestinimonas butyriciproducens	1297617	PRJNA283264	SAMN03610663	ASM415495v1	99.12	100	
GCF_001454945.1	Intestinimonas butyriciproducens	1297617	PRJNA261376	SAMN03072853	ASM145494v1	99.12	100	0.44
GCF_003342755.1	Intrasporangium calvum	53358	PRJNA475609	SAMN09396673	ASM334275v1	98.55	33.333332	
GCF_017751145.1	Iocasia fonsfrigidae	2682810	PRJNA591664	SAMN13386518	ASM1775114v1	89.56	100	17.55
GCF_003952345.1	Iodobacter ciconiae	2496266	PRJNA509323	SAMN10578776	ASM395234v1	97.23	100	0.75
GCF_004194535.1	Iodobacter fluviatilis	537	PRJNA428922	SAMN08324479	ASM419453v1	96.74	20	2.21
GCF_001636295.1	Isoptericola dokdonensis DS-3	1300344	PRJNA191953	SAMN04437027	ASM163629v1	81.79	100	17.16
GCF_029643425.1	Isoptericola sp. AK164	3024246	PRJNA929179	SAMN32953009	ASM2964342v1	80.44	100	14.12
GCF_029395675.1	Janibacter cremeus	1285192	PRJNA916101	SAMN32412002	ASM2939567v1	88.53	100	11.07
GCF_001889125.1	Janibacter indicus	857417	PRJNA300616	SAMN04226596	ASM188912v1	94.1	66.666664	5.22
GCF_014883915.1	Janibacter indicus	857417	PRJNA665797	SAMN16268743	ASM1488391v1	94.39	100	7.84
GCF_004295485.1	Janibacter limosus	53458	PRJNA522331	SAMN10928631	ASM429548v1	94.59	100	3.76
GCF_024703955.2	Janibacter limosus	53458	PRJNA903696	SAMN23078441	ASM2470395v2	87.02	50	4.15
GCF_003721155.3	Janibacter melonis	262209	PRJNA503758	SAMN10373444	ASM372115v4	90.91	61.11111	6.94
GCF_037198315.1	Janibacter sp. A1S7	3115209	PRJNA1069237	SAMN39613188	ASM3719831v1	88.96	100	10.66
GCF_024362365.1	Janibacter sp. CX7	2963431	PRJNA857822	SAMN29637705	ASM2436236v1	93.21	100	5.97
GCF_029510815.1	Janibacter sp. DB-40	3028808	PRJNA935486	SAMN33317152	ASM2951081v1	87.5	100	7.99
GCF_014217915.1	Janibacter sp. YB324	2761047	PRJNA655087	SAMN15719906	ASM1421791v1	93.23	100	6.36
GCF_039636765.1	Janibacter terrae	103817	PRJNA1063326	SAMN39334589	ASM3963676v1	92.93	60	5.99
GCF_036864985.1	Janibacter terrae	103817	PRJNA880741	SAMN30864145	ASM3686498v1	93.56	100	6.01
GCF_025141175.1	Jannaschia sp. M317	2867011	PRJNA753157	SAMN20691715	ASM2514117v1	98.29	100	0.38
GCF_025144335.1	Jannaschia sp. W003	2867012	PRJNA753157	SAMN20691752	ASM2514433v1	99.24	100	0.31
GCF_003667705.1	Janthinobacterium agaricidamnosum	55508	PRJNA495607	SAMN10228371	ASM366770v1	99.75	100	5.48
GCF_013372045.1	Janthinobacterium lividum	29581	PRJNA605963	SAMN14082727	ASM1337204v1	99.03	40.909092	7.69
GCF_034424625.1	Janthinobacterium lividum	29581	PRJNA1047486	SAMN38562708	ASM3442462v1	99.03	40.909092	8.2
GCF_029690045.1	Janthinobacterium rivuli	2751478	PRJNA952346	SAMN34073736	ASM2969004v1	99.13	100	6.12
GCF_004114795.1	Janthinobacterium sp. 17J80-10	2497863	PRJNA510480	SAMN10605494	ASM411479v1	88.45	100	6.06
GCF_001865675.1	Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	PRJNA281768	SAMN03496288	ASM186567v1	99.6	100	5.81
GCF_000969645.2	Janthinobacterium sp. B9-8	1236179	PRJNA277796	SAMN03396709	ASM96964v2	80.81	100	6.81
GCF_001758625.2	Janthinobacterium sp. HH102	1537274	PRJNA309037	SAMN04320687	ASM175862v2	99.4	100	6.52
GCF_030944405.1	Janthinobacterium sp. J1-1	3065910	PRJNA1001517	SAMN36812256	ASM3094440v1	98.27	100	8.05
GCF_002002885.1	Janthinobacterium sp. LM6	1938606	PRJNA363094	SAMN06261476	ASM200288v1	99.03	100	6.16
GCF_019443505.1	Janthinobacterium sp. PAMC25594	2861284	PRJNA748186	SAMN20309292	ASM1944350v1	99.5	100	5.86
GCF_002327145.1	Janthinobacterium svalbardensis	368607	PRJNA407061	SAMN07638148	ASM232714v1	99.29	50	6.47
GCF_006517255.1	Janthinobacterium tructae	2590869	PRJNA549366	SAMN12084176	ASM651725v1	99.6	100	5.36
GCF_027247405.1	Jatrophihabitans cynanchi	2944128	PRJNA838103	SAMN28404922	ASM2724740v1	99.48	100	2.1
GCF_023516435.1	Jatrophihabitans telluris	2038343	PRJNA838267	SAMN28416488	ASM2351643v1	98.81	100	0.84
GCF_005671395.1	Jejubacter calystegiae	2579935	PRJNA542973	SAMN11650091	ASM567139v1	100	100	1.65
GCF_015140455.1	Jeongeupia sp. HS-3	1009682	PRJDB10574	SAMD00248745	ASM1514045v1	98.8	100	1.68
GCF_001808185.1	Jeongeupia sp. USM3	1906741	PRJNA345402	SAMN05862066	ASM180818v1	99.36	100	1.57
GCF_011100465.1	Jeotgalibaca arthritidis	1868794	PRJNA609845	SAMN14260637	ASM1110046v1	98.66	100	3.98
GCF_003955755.1	Jeotgalibaca ciconiae	2496265	PRJNA509316	SAMN10578765	ASM395575v1	99.32	100	3.13
GCF_002005405.1	Jeotgalibaca dankookensis	708126	PRJNA362679	SAMN06241153	ASM200540v1	99.24	66.666664	3.07
GCF_011299095.1	Jeotgalibaca porci	1868793	PRJNA609846	SAMN14260655	ASM1129909v1	97.12	100	2.07
GCF_021513155.1	Jeotgalibaca sp. MA1X17-3	2908211	PRJNA794984	SAMN24667470	ASM2151315v1	90.36	100	4.95
GCF_001975685.1	Jeotgalibaca sp. PTS2502	1903686	PRJNA362670	SAMN06240847	ASM197568v1	98.07	100	3.79
GCF_016313225.1	Jeotgalicoccus sp. ATCC 8456	946435	PRJNA685651	SAMN17088962	ASM1631322v1	91.1	100	3.05
GCF_018437745.1	Jeotgalicoccus sp. WY2	2708346	PRJNA606417	SAMN14082647	ASM1843774v1	67.91	100	11.91
GCF_026898155.1	Jiella pelagia	2986949	PRJNA891489	SAMN31329523	ASM2689815v1	73.48	100	4.07
GCF_002209145.2	Jonesia denitrificans	43674	PRJNA231221	SAMN06173314	ASM220914v2	98.29	100	0.79
GCF_019048465.1	Jonesia denitrificans	43674	PRJNA231221	SAMN16357582	ASM1904846v1	97.74	75	0.79
GCF_003860585.1	Kaistella carnis	1241979	PRJNA498690	SAMN10343178	ASM386058v1	99.5	100	1.9
GCF_003860505.1	Kaistella daneshvariae	2487074	PRJNA498690	SAMN10343197	ASM386050v1	97.03	50	1.4
GCF_020985365.1	Kaistella faecalis	2852098	PRJNA776970	SAMN22826123	ASM2098536v1	100	100	1.24
GCF_015191005.1	Kaistella flava (ex Peng et al. 2021)	2038776	PRJNA526983	SAMN11656311	ASM1519100v1	100	100	3.45
GCF_021513235.1	Kaistella sp. 97-N-M2	2908645	PRJNA795255	SAMN24698990	ASM2151323v1	96.29	100	0.74
GCF_034479125.1	Kangiella aquimarina	261965	PRJNA1037563	SAMN38186278	ASM3447912v1	99.51	100	1.01
GCF_000981765.1	Kangiella geojedonensis	914150	PRJNA274215	SAMN03323776	ASM98176v1	80.25	100	4.42
GCF_001708405.1	Kangiella sediminilitoris	1144748	PRJNA293128	SAMN03997282	ASM170840v1	85.18	100	1.75
GCF_015482775.1	Kaustia mangrovi	2593653	PRJNA480561	SAMN12206556	ASM1548277v1	95.19	100	0.61
GCF_004551665.1	Kerstersia gyiorum	206506	PRJNA497911	SAMN10273024	ASM455166v1	94.62	10	0.92
GCF_002863865.1	Ketobacter alkanivorans	1917421	PRJNA353912	SAMN06011404	ASM286386v1	94.83	100	1.88
GCF_001693655.1	Ketogulonicigenium vulgare	92945	PRJNA329028	SAMN05390006	ASM169365v1	92.78	33.333332	0.61
GCF_028610225.1	Ketogulonicigenium vulgare	92945	PRJNA875257	SAMN30609498	ASM2861022v1	97.4	66.666664	0.61
GCF_001302585.1	Kibdelosporangium phytohabitans	860235	PRJNA289020	SAMN03840758	ASM130258v1	99.5	100	2.74
GCF_010669285.1	Kineobactrum salinum	2708301	PRJNA605681	SAMN14074152	ASM1066928v1	90.51	100	1.69
GCF_042473625.1	Kineococcus sp. DHX-1	3349638	PRJNA1163848	SAMN43869271	DHX-1	100	100	0.42
GCF_036021035.1	Kineococcus sp. NBC_00420	2903564	PRJNA747871	SAMN24016218	ASM3602103v1	99.59	100	
GCF_039134705.1	Kineothrix sp. IPX-CK	3123317	PRJNA1079542	SAMN40044432	ASM3913470v1	98.12	100	1.56
GCF_030863805.1	Kineothrix sp. MB12-C1	3070215	PRJNA1005784	SAMN36999277	ASM3086380v1	98.66	100	0.28
GCF_016127355.1	Kingella denitrificans	502	PRJNA231221	SAMN16357229	ASM1612735v1	98.08	80	0.38
GCF_011045755.1	Kingella kingae	504	PRJNA577516	SAMN13028224	ASM1104575v1	97.95	54.263565	0.73
GCF_011612385.1	Kingella kingae	504	PRJNA549513	SAMN14365913	ASM1161238v1	97.6	37.984497	0.57
GCF_011612705.1	Kingella kingae	504	PRJNA549513	SAMN14365914	ASM1161270v1	97.9	48.837208	0.65
GCF_022871005.1	Kingella kingae	504	PRJNA788950	SAMN24043407	ASM2287100v1	98.25	89.147285	0.41
GCF_014054985.1	Kingella oralis	505	PRJNA647881	SAMN15603182	ASM1405498v1	98.79	100	0.34
GCF_022870985.1	Kingella potus	265175	PRJNA788950	SAMN24043408	ASM2287098v1	55.05	50	2.37
GCF_001017655.1	Kiritimatiella glycovorans	1307763	PRJNA274602	SAMN03329217	ASM101765v1	98.28	100	3.45
GCF_027627435.1	Kitasatospora cathayae	3004092	PRJNA910482	SAMN32126822	ASM2762743v1	98.11	100	4.06
GCF_948472415.1	Kitasatospora fiedleri	2991545	PRJEB56865	SAMEA112362601	JK4103	94.35	100	1.96
GCF_036226485.1	Kitasatospora herbaricolor	68217	PRJNA747871	SAMN24016462	ASM3622648v1	97.57	33.333332	3.31
GCF_036243155.1	Kitasatospora herbaricolor	68217	PRJNA747871	SAMN24016474	ASM3624315v1	97.66	50	3.12
GCF_036010405.1	Kitasatospora purpeofusca	67352	PRJNA747871	SAMN24016428	ASM3601040v1	98.71	100	3.03
GCF_036010425.1	Kitasatospora purpeofusca	67352	PRJNA747871	SAMN24016427	ASM3601042v1	98.3	76.92308	4.17
GCF_036200865.1	Kitasatospora purpeofusca	67352	PRJNA747871	SAMN30552959	ASM3620086v1	97.73	34.615383	3.18
GCF_042691725.1	Kitasatospora purpeofusca	67352	PRJNA1162839	SAMN43828416	ASM4269172v1	98.3	76.92308	4.63
GCF_032110285.1	Kitasatospora sp. CM 4170	3075627	PRJNA1017958	SAMN37417026	ASM3211028v1	98.48	100	3.82
GCF_040571325.1	Kitasatospora sp. HUAS MG31	3156397	PRJNA1129193	SAMN42147880	ASM4057132v1	98.11	100	4.4
GCF_002943525.1	Kitasatospora sp. MMS16-BH015	2018025	PRJNA392977	SAMN08022118	ASM294352v1	98.01	100	2.45
GCF_041435095.1	Kitasatospora sp. NBC_00315	2975963	PRJNA747871	SAMN30553005	ASM4143509v1	98.36	100	1.55
GCF_041434935.1	Kitasatospora sp. NBC_00374	2975964	PRJNA747871	SAMN30553044	ASM4143493v1	98.05	100	3.69
GCF_036013975.1	Kitasatospora sp. NBC_00458	2903568	PRJNA747871	SAMN24016228	ASM3601397v1	97.48	100	1.47
GCF_036226505.1	Kitasatospora sp. NBC_01246	2903570	PRJNA747871	SAMN24016461	ASM3622650v1	98.48	100	2.88
GCF_036226465.1	Kitasatospora sp. NBC_01250	2903571	PRJNA747871	SAMN24016464	ASM3622646v1	98.48	100	2.59
GCF_036242395.1	Kitasatospora sp. NBC_01266	2903572	PRJNA747871	SAMN24016475	ASM3624239v1	99.07	100	3.03
GCF_041435235.1	Kitasatospora sp. NBC_01300	2903574	PRJNA747871	SAMN24016501	ASM4143523v1	98.43	100	4.29
GCF_035976515.1	Kitasatospora sp. NBC_01302	2903575	PRJNA747871	SAMN24016502	ASM3597651v1	98.48	100	3.09
GCF_026802215.1	Kitasatospora sp. YST-16	2998080	PRJNA905812	SAMN31884061	ASM2680221v1	97.56	100	1.89
GCF_019048125.1	Klebsiella aerogenes	548	PRJNA231221	SAMN16357584	ASM1904812v1	98.08	99.7619	0.51
GCF_001021995.1	Klebsiella aerogenes	548	PRJNA246471	SAMN03733745	ASM102199v1	95.99	41.309525	0.84
GCF_001559215.2	Klebsiella aerogenes	548	PRJNA231221	SAMN03996296	ASM155921v2	95.89	33.095238	3.91
GCF_001571545.2	Klebsiella aerogenes	548	PRJNA279469	SAMN03448049	ASM157154v2	95.88	32.738094	6.63
GCF_001593585.2	Klebsiella aerogenes	548	PRJNA231221	SAMN03996283	ASM159358v2	96.16	51.54762	3.98
GCF_002591115.1	Klebsiella aerogenes	548	PRJNA231221	SAMN07312407	ASM259111v1	95.53	18.452381	3.77
GCF_002796405.1	Klebsiella aerogenes	548	PRJNA292901	SAMN04014859	ASM279640v1	96.3	58.92857	0.68
GCF_002796425.1	Klebsiella aerogenes	548	PRJNA292901	SAMN04014848	ASM279642v1	95.32	13.928572	0.87
GCF_002796525.1	Klebsiella aerogenes	548	PRJNA292901	SAMN04014850	ASM279652v1	95.94	36.666668	3.96
GCF_002948835.2	Klebsiella aerogenes	548	PRJNA292904	SAMN04014903	ASM294883v2	96.3	58.92857	4.19
GCF_003546885.1	Klebsiella aerogenes	548	PRJNA231221	SAMN06173340	ASM354688v1	95.95	38.333332	4.11
GCF_003812185.1	Klebsiella aerogenes	548	PRJNA231221	SAMN10163207	ASM381218v1	96.2	52.97619	3.84
GCF_006874725.1	Klebsiella aerogenes	548	PRJNA516401	SAMN10788268	ASM687472v1	94.94	8.214286	1.41
GCF_007632255.1	Klebsiella aerogenes	548	PRJNA555744	SAMN12330869	ASM763225v1	95.86	31.190475	1.78
GCF_008693885.1	Klebsiella aerogenes	548	PRJNA231221	SAMN11056356	ASM869388v1	98.08	99.7619	0.51
GCF_008727695.1	Klebsiella aerogenes	548	PRJNA562727	SAMN12807522	ASM872769v1	94.25	3.9285715	3.42
GCF_008931665.1	Klebsiella aerogenes	548	PRJNA550014	SAMN12289361	ASM893166v1	96.51	68.809525	3.33
GCF_009732795.1	Klebsiella aerogenes	548	PRJNA575098	SAMN12877719	ASM973279v1	94.63	5.952381	3.19
GCF_009732815.1	Klebsiella aerogenes	548	PRJNA575098	SAMN12877718	ASM973281v1	95.24	11.785714	3.39
GCF_009732835.1	Klebsiella aerogenes	548	PRJNA575098	SAMN12877717	ASM973283v1	95.83	29.404762	3.62
GCF_009909445.1	Klebsiella aerogenes	548	PRJNA600670	SAMN13829509	ASM990944v1	97.64	97.5	2.55
GCF_010509815.1	Klebsiella aerogenes	548	PRJNA551102	SAMN12881488	ASM1050981v1	96.1	48.809525	0.86
GCF_011067245.1	Klebsiella aerogenes	548	PRJNA554399	SAMN14249374	ASM1106724v1	95.71	24.761906	3.84
GCF_011604725.1	Klebsiella aerogenes	548	PRJNA604100	SAMN14372988	ASM1160472v1	90.87	1.7857143	6.67
GCF_013403435.2	Klebsiella aerogenes	548	PRJNA635942	SAMN15344675	ASM1340343v2	96.46	66.90476	1.41
GCF_013727635.1	Klebsiella aerogenes	548	PRJNA605147	SAMN15148733	ASM1372763v1	96.05	45	3.99
GCF_014169215.1	Klebsiella aerogenes	548	PRJDB6962	SAMD00194509	ASM1416921v1	96.7	76.54762	4.47
GCF_016939495.1	Klebsiella aerogenes	548	PRJNA700516	SAMN16933261	ASM1693949v1	95.64	22.142857	1.79
GCF_019047925.1	Klebsiella aerogenes	548	PRJNA231221	SAMN16357583	ASM1904792v1	95.53	18.452381	2.23
GCF_019048885.1	Klebsiella aerogenes	548	PRJNA739259	SAMN19778273	ASM1904888v1	97.07	87.61905	1.18
GCF_019931695.1	Klebsiella aerogenes	548	PRJNA757479	SAMN20964956	ASM1993169v1	97.29	92.97619	3.55
GCF_022700775.1	Klebsiella aerogenes	548	PRJNA671820	SAMN16552197	ASM2270077v1	96.56	71.190475	0.67
GCF_022759585.1	Klebsiella aerogenes	548	PRJNA817889	SAMN26813722	ASM2275958v1	96.64	74.04762	7.39
GCF_022759605.1	Klebsiella aerogenes	548	PRJNA818004	SAMN26813932	ASM2275960v1	96.85	81.190475	3.67
GCF_024661995.1	Klebsiella aerogenes	548	PRJNA855143	SAMN29482475	ASM2466199v1	97.32	94.04762	1.32
GCF_024917575.1	Klebsiella aerogenes	548	PRJNA836696	SAMN28173987	ASM2491757v1	96.23	54.761906	4.46
