accession	platform	truth_bp	regime	nth	pool_reads	split	mode	seed	target_reads_requested	query_reads_requested	target_reads_used	query_reads_used	avg_target_len	avg_query_len	estimate_bp	estimate_over_truth	iqr_low_bp	iqr_high_bp	expected_overlaps_per_query	normalization_engaged	skew_score	profile_median_depth	retained_reads	total_reads	queries_without_overlaps_pct	small_pool_warning	elapsed	max_rss_kb	exit_status	run_dir
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	legacy	never	7	9737	5000	9737	5000	5646.4297	5559.311	27250	0.0122	26950	40490	48.05	no	NA	NA	NA	14737	0.22	no	13:30.42	2358008	0	marginal/SRR26465526/legacy.never.s7
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	legacy	never	42	9737	5000	9737	5000	5606.237	5637.583	27220	0.0122	26930	40060	48.22	no	NA	NA	NA	14737	0.34	no	13:09.68	2475888	0	marginal/SRR26465526/legacy.never.s42
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	legacy	never	4556	9737	5000	9737	5000	5663.3003	5526.457	27328	0.0123	27050	40260	47.98	no	NA	NA	NA	14737	0.38	no	13:12.63	2397132	0	marginal/SRR26465526/legacy.never.s4556
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	1to1	auto	7	7368	7369	1549	1548	8828.937	8730.652	1977701	0.8867	558450	2420000	12.06	yes	187.00	7	3097	14737	0.97	yes	0:03.73	301140	0	marginal/SRR26465526/1to1.auto.s7
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	1to1	auto	42	7368	7369	1524	1523	8717.319	9059.317	1940720	0.8701	635820	2280000	12.01	yes	196.00	6	3047	14737	0.85	yes	0:03.68	291420	0	marginal/SRR26465526/1to1.auto.s42
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	1to1	auto	4556	7368	7369	1530	1530	9183.875	8387.77	1931282	0.8659	638540	2290000	11.92	yes	187.00	6	3060	14737	1.18	yes	0:03.56	279108	0	marginal/SRR26465526/1to1.auto.s4556
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	1to1	never	7	7368	7369	7368	7369	5594.4517	5639.2896	27120	0.0122	26840	40310	36.45	no	NA	NA	NA	14737	0.30	no	17:07.00	2378548	0	marginal/SRR26465526/1to1.never.s7
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	1to1	never	42	7368	7369	7368	7369	5576.2627	5657.4756	27259	0.0122	26970	39760	36.45	no	NA	NA	NA	14737	0.38	no	17:13.63	2497960	0	marginal/SRR26465526/1to1.never.s42
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	1to1	never	4556	7368	7369	7368	7369	5688.472	5545.2813	27222	0.0122	26930	40690	36.45	no	NA	NA	NA	14737	0.41	no	17:08.96	2361912	0	marginal/SRR26465526/1to1.never.s4556
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	2to1	auto	7	9824	4913	2065	1032	8862.088	8615.175	2003732	0.8984	611440	2460000	16.00	yes	187.00	7	3097	14737	1.16	yes	0:03.68	339916	0	marginal/SRR26465526/2to1.auto.s7
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	2to1	auto	42	9824	4913	2032	1015	8722.597	9219.922	1891883	0.8482	636190	2250000	16.17	yes	196.00	6	3047	14737	0.59	yes	0:03.65	335572	0	marginal/SRR26465526/2to1.auto.s42
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	2to1	auto	4556	9824	4913	2040	1020	9040.053	8277.359	1955474	0.8767	698860	2360000	15.66	yes	187.00	6	3060	14737	1.08	yes	0:03.25	332872	0	marginal/SRR26465526/2to1.auto.s4556
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	2to1	never	7	9824	4913	9824	4913	5642.9644	5564.698	27274	0.0122	26970	40360	48.49	no	NA	NA	NA	14737	0.22	no	13:34.48	2378324	0	marginal/SRR26465526/2to1.never.s7
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	2to1	never	42	9824	4913	9824	4913	5603.875	5642.8604	27230	0.0122	26940	39990	48.66	no	NA	NA	NA	14737	0.33	no	13:57.25	2358224	0	marginal/SRR26465526/2to1.never.s42
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	2to1	never	4556	9824	4913	9824	4913	5665.109	5520.418	27359	0.0123	27070	40270	48.39	no	NA	NA	NA	14737	0.37	no	14:43.41	2550464	0	marginal/SRR26465526/2to1.never.s4556
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	4to1	auto	7	11789	2948	2478	619	8640.173	9338.811	1993021	0.8936	639020	2350000	19.75	yes	187.00	7	3097	14737	0.97	yes	0:03.55	346296	0	marginal/SRR26465526/4to1.auto.s7
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	4to1	auto	42	11789	2948	2438	609	8756.029	9417.629	1974935	0.8855	651620	2220000	19.65	yes	196.00	6	3047	14737	0.49	yes	0:03.43	360340	0	marginal/SRR26465526/4to1.auto.s42
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	4to1	auto	4556	11789	2948	2448	612	8929.095	8212.733	1981718	0.8885	706590	2290000	18.60	yes	187.00	6	3060	14737	1.47	yes	0:03.29	350676	0	marginal/SRR26465526/4to1.auto.s4556
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	4to1	never	7	11789	2948	11789	2948	5646.3584	5498.956	27375	0.0123	27050	40470	57.86	no	NA	NA	NA	14737	0.27	no	9:48.43	2360472	0	marginal/SRR26465526/4to1.never.s7
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	4to1	never	42	11789	2948	11789	2948	5608.911	5648.706	27289	0.0122	27010	40180	58.45	no	NA	NA	NA	14737	0.27	no	8:52.53	2368200	0	marginal/SRR26465526/4to1.never.s42
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	4to1	never	4556	11789	2948	11789	2948	5671.554	5398.198	27421	0.0123	27120	40370	57.46	no	NA	NA	NA	14737	0.37	no	9:32.50	2436996	0	marginal/SRR26465526/4to1.never.s4556
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	8to1	auto	7	13099	1638	2753	344	8739.649	9101.212	1901608	0.8526	677620	2270000	21.78	yes	187.00	7	3097	14737	0.87	yes	0:03.05	391936	0	marginal/SRR26465526/8to1.auto.s7
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	8to1	auto	42	13099	1638	2709	338	8850.465	9191.204	1929173	0.8650	678010	2280000	21.67	yes	196.00	6	3047	14737	0.59	yes	0:02.36	390000	0	marginal/SRR26465526/8to1.auto.s42
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	8to1	auto	4556	13099	1638	2720	340	8870.877	8105.3823	1992774	0.8935	713020	2290000	20.46	yes	187.00	6	3060	14737	1.18	yes	0:02.80	393416	0	marginal/SRR26465526/8to1.auto.s4556
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	8to1	never	7	13099	1638	13099	1638	5621.721	5578.0923	27379	0.0123	27010	40060	64.61	no	NA	NA	NA	14737	0.31	no	5:41.71	2798388	0	marginal/SRR26465526/8to1.never.s7
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	8to1	never	42	13099	1638	13099	1638	5601.882	5736.7485	27354	0.0123	27050	40010	65.42	no	NA	NA	NA	14737	0.24	no	6:03.03	2537312	0	marginal/SRR26465526/8to1.never.s42
SRR26465526	OXFORD_NANOPORE	2230369	marginal	9	14737	8to1	never	4556	13099	1638	13099	1638	5645.2456	5389.9688	27434	0.0123	27140	40120	63.64	no	NA	NA	NA	14737	0.24	no	5:52.40	2616504	0	marginal/SRR26465526/8to1.never.s4556
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	legacy	auto	7	10000	5000	10000	5000	8713.16	8748.165	2180880	0.9778	962110	2340000	77.40	yes	442.00	37	25626	132633	0.56	no	0:36.23	1669340	0	comfortable/SRR26465526/legacy.auto.s7
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	legacy	auto	42	10000	5000	10000	5000	8600.745	8644.839	2216169	0.9936	1030000	2380000	76.43	yes	453.00	28	21477	132633	0.62	no	0:35.92	1415996	0	comfortable/SRR26465526/legacy.auto.s42
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	legacy	auto	4556	10000	5000	10000	5000	8709.303	8767.752	2214342	0.9928	1000000	2370000	77.47	yes	426.00	31	23258	132633	0.84	no	0:43.44	1457196	0	comfortable/SRR26465526/legacy.auto.s4556
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	legacy	never	7	10000	5000	10000	5000	5573.3066	5623.8623	26893	0.0121	26620	40380	49.31	no	NA	NA	NA	132633	0.36	no	6:57.89	4348592	0	comfortable/SRR26465526/legacy.never.s7
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	legacy	never	42	10000	5000	10000	5000	5635.784	5526.782	27323	0.0123	27010	40280	49.16	no	NA	NA	NA	132633	0.20	no	8:05.72	3848536	0	comfortable/SRR26465526/legacy.never.s42
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	legacy	never	4556	10000	5000	10000	5000	5604.7056	5582.6147	27170	0.0122	26900	40120	49.27	no	NA	NA	NA	132633	0.36	no	7:33.64	3913416	0	comfortable/SRR26465526/legacy.never.s4556
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	1to1	auto	7	7500	7500	7500	7500	8783.858	8665.799	2142534	0.9606	893390	2340000	58.01	yes	442.00	37	25626	132633	0.53	no	0:38.08	1380424	0	comfortable/SRR26465526/1to1.auto.s7
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	1to1	auto	42	7500	7500	7500	7500	8438.346	8792.54	2187466	0.9808	952800	2350000	57.27	yes	453.00	28	21477	132633	0.55	no	0:39.17	1202168	0	comfortable/SRR26465526/1to1.auto.s42
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	1to1	auto	4556	7500	7500	7500	7500	8688.155	8769.416	2163556	0.9700	942000	2360000	58.03	yes	426.00	31	23258	132633	0.83	no	0:38.67	1296392	0	comfortable/SRR26465526/1to1.auto.s4556
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	1to1	never	7	7500	7500	7500	7500	5589.9297	5590.387	26947	0.0121	26670	40510	36.93	no	NA	NA	NA	132633	0.37	no	9:06.94	4056344	0	comfortable/SRR26465526/1to1.never.s7
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	1to1	never	42	7500	7500	7500	7500	5636.3813	5562.519	27344	0.0123	27020	40210	36.99	no	NA	NA	NA	132633	0.21	no	9:24.33	4154904	0	comfortable/SRR26465526/1to1.never.s42
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	1to1	never	4556	7500	7500	7500	7500	5601.426	5593.2583	27251	0.0122	26960	39690	36.97	no	NA	NA	NA	132633	0.33	no	9:12.25	3830812	0	comfortable/SRR26465526/1to1.never.s4556
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	2to1	auto	7	10000	5000	10000	5000	8713.16	8748.165	2180880	0.9778	962110	2340000	77.40	yes	442.00	37	25626	132633	0.56	no	0:33.79	1523552	0	comfortable/SRR26465526/2to1.auto.s7
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	2to1	auto	42	10000	5000	10000	5000	8600.745	8644.839	2216169	0.9936	1030000	2380000	76.43	yes	453.00	28	21477	132633	0.62	no	0:48.12	1496328	0	comfortable/SRR26465526/2to1.auto.s42
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	2to1	auto	4556	10000	5000	10000	5000	8709.303	8767.752	2214342	0.9928	1000000	2370000	77.47	yes	426.00	31	23258	132633	0.84	no	0:33.17	1507540	0	comfortable/SRR26465526/2to1.auto.s4556
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	2to1	never	7	10000	5000	10000	5000	5573.3066	5623.8623	26893	0.0121	26620	40380	49.31	no	NA	NA	NA	132633	0.36	no	7:37.92	4059308	0	comfortable/SRR26465526/2to1.never.s7
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	2to1	never	42	10000	5000	10000	5000	5635.784	5526.782	27323	0.0123	27010	40280	49.16	no	NA	NA	NA	132633	0.20	no	7:17.03	3883512	0	comfortable/SRR26465526/2to1.never.s42
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	2to1	never	4556	10000	5000	10000	5000	5604.7056	5582.6147	27170	0.0122	26900	40120	49.27	no	NA	NA	NA	132633	0.36	no	6:53.99	3814356	0	comfortable/SRR26465526/2to1.never.s4556
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	4to1	auto	7	12000	3000	12000	3000	8688.577	8869.835	2179574	0.9772	1020000	2330000	93.40	yes	442.00	37	25626	132633	0.47	no	0:31.07	1832308	0	comfortable/SRR26465526/4to1.auto.s7
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	4to1	auto	42	12000	3000	12000	3000	8612.848	8625.824	2232770	1.0011	1060000	2370000	91.68	yes	453.00	28	21477	132633	0.67	no	0:44.90	1709604	0	comfortable/SRR26465526/4to1.auto.s42
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	4to1	auto	4556	12000	3000	12000	3000	8738.438	8690.175	2226854	0.9984	1050000	2360000	92.70	yes	426.00	31	23258	132633	1.00	no	0:27.94	1677612	0	comfortable/SRR26465526/4to1.auto.s4556
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	4to1	never	7	12000	3000	12000	3000	5571.6055	5664.369	27045	0.0121	26780	39980	59.38	no	NA	NA	NA	132633	0.40	no	5:09.43	3942080	0	comfortable/SRR26465526/4to1.never.s7
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	4to1	never	42	12000	3000	12000	3000	5615.7104	5534.408	27228	0.0122	26910	40200	58.92	no	NA	NA	NA	132633	0.23	no	5:07.66	3686692	0	comfortable/SRR26465526/4to1.never.s42
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	4to1	never	4556	12000	3000	12000	3000	5603.095	5574.328	27227	0.0122	26980	40170	59.07	no	NA	NA	NA	132633	0.37	no	4:57.06	3573200	0	comfortable/SRR26465526/4to1.never.s4556
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	8to1	auto	7	13333	1667	13333	1667	8735.768	8637.333	2196366	0.9848	1070000	2330000	102.67	yes	442.00	37	25626	132633	0.42	no	0:25.36	1995000	0	comfortable/SRR26465526/8to1.auto.s7
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	8to1	auto	42	13333	1667	13333	1667	8606.021	8690.805	2239955	1.0043	1140000	2380000	102.21	yes	453.00	28	21477	132633	0.78	no	0:26.66	1942480	0	comfortable/SRR26465526/8to1.auto.s42
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	8to1	auto	4556	13333	1667	13333	1667	8736.521	8666.912	2221780	0.9961	1060000	2350000	102.85	yes	426.00	31	23258	132633	1.02	no	0:22.91	1977604	0	comfortable/SRR26465526/8to1.auto.s4556
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	8to1	never	7	13333	1667	13333	1667	5583.824	5640.822	27110	0.0122	26840	39950	65.91	no	NA	NA	NA	132633	0.66	no	3:04.07	4185940	0	comfortable/SRR26465526/8to1.never.s7
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	8to1	never	42	13333	1667	13333	1667	5611.015	5506.9526	27118	0.0122	26610	40400	65.27	no	NA	NA	NA	132633	0.30	no	3:33.65	4290780	0	comfortable/SRR26465526/8to1.never.s42
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	8to1	never	4556	13333	1667	13333	1667	5602.1914	5558.557	27274	0.0122	26970	40110	65.53	no	NA	NA	NA	132633	0.42	no	2:47.19	4238604	0	comfortable/SRR26465526/8to1.never.s4556
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	more4to1	auto	7	20000	5000	20000	5000	8723.191	8727.35	2183074	0.9788	1180000	2310000	154.70	yes	442.00	37	25608	132633	0.66	no	0:56.37	3153632	0	comfortable/SRR26465526/more4to1.auto.s7
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	more4to1	auto	42	20000	5000	17273	4318	8661.462	8834.517	2247380	1.0076	1230000	2350000	133.96	yes	453.00	28	21591	132633	0.63	yes	0:41.61	2531216	0	comfortable/SRR26465526/more4to1.auto.s42
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	more4to1	auto	4556	20000	5000	18587	4646	8703.566	8739.787	2243949	1.0061	1250000	2350000	143.71	yes	426.00	31	23233	132633	0.71	yes	0:47.28	2803904	0	comfortable/SRR26465526/more4to1.auto.s4556
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	more4to1	never	7	20000	5000	20000	5000	5568.4375	5623.8623	27312	0.0122	26970	40250	98.58	no	NA	NA	NA	132633	0.58	no	8:32.89	5096012	0	comfortable/SRR26465526/more4to1.never.s7
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	more4to1	never	42	20000	5000	20000	5000	5597.0166	5526.782	27417	0.0123	27140	40230	97.96	no	NA	NA	NA	132633	0.38	no	9:14.48	5609936	0	comfortable/SRR26465526/more4to1.never.s42
SRR26465526	OXFORD_NANOPORE	2230369	comfortable	1	132633	more4to1	never	4556	20000	5000	20000	5000	5626.732	5582.6147	27596	0.0124	27310	40180	98.73	no	NA	NA	NA	132633	0.54	no	8:53.61	5118732	0	comfortable/SRR26465526/more4to1.never.s4556
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	legacy	auto	7	2476	5000	1369	2763	6284.2046	6668.744	2400822	0.7507	438090	3170000	5.46	yes	74.00	5	4132	7476	3.08	yes	0:03.21	213512	0	starved/SRR26465560/legacy.auto.s7
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	legacy	auto	42	2476	5000	1362	2750	6630.3984	6475.475	2470507	0.7725	453810	3170000	5.50	yes	69.00	5	4112	7476	2.47	yes	0:02.94	210160	0	starved/SRR26465560/legacy.auto.s42
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	legacy	auto	4556	2476	5000	1358	2741	6724.349	6448.493	2371790	0.7416	496100	3140000	5.51	yes	73.00	5	4099	7476	2.92	yes	0:02.92	215108	0	starved/SRR26465560/legacy.auto.s4556
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	legacy	never	7	2476	5000	2476	5000	5759.2856	5592.897	233148	0.0729	53870	2120000	8.63	no	NA	NA	NA	7476	1.34	no	0:49.85	375356	0	starved/SRR26465560/legacy.never.s7
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	legacy	never	42	2476	5000	2476	5000	5688.5435	5627.928	238662	0.0746	53200	2320000	8.61	no	NA	NA	NA	7476	1.72	no	0:49.44	381448	0	starved/SRR26465560/legacy.never.s42
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	legacy	never	4556	2476	5000	2476	5000	5550.3374	5696.368	270438	0.0846	50770	2370000	8.55	no	NA	NA	NA	7476	1.54	no	0:49.57	359024	0	starved/SRR26465560/legacy.never.s4556
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	1to1	auto	7	3738	3738	2066	2066	6465.5034	6617.177	2556281	0.7993	456050	3190000	8.32	yes	74.00	5	4132	7476	1.21	yes	0:03.26	264612	0	starved/SRR26465560/1to1.auto.s7
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	1to1	auto	42	3738	3738	2056	2056	6588.796	6464.784	2565302	0.8021	486470	3260000	8.26	yes	69.00	5	4112	7476	0.97	yes	0:03.01	292476	0	starved/SRR26465560/1to1.auto.s42
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	1to1	auto	4556	3738	3738	2050	2049	6573.79	6505.9624	2485358	0.7771	511390	3110000	8.26	yes	73.00	5	4099	7476	1.46	yes	0:02.99	291668	0	starved/SRR26465560/1to1.auto.s4556
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	1to1	never	7	3738	3738	3738	3738	5867.3975	5428.6094	249801	0.0781	54960	2730000	12.97	no	NA	NA	NA	7476	0.59	no	0:57.92	532672	0	starved/SRR26465560/1to1.never.s7
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	1to1	never	42	3738	3738	3738	3738	5734.3413	5561.666	247149	0.0773	53670	2770000	12.97	no	NA	NA	NA	7476	0.94	no	0:49.97	551504	0	starved/SRR26465560/1to1.never.s42
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	1to1	never	4556	3738	3738	3738	3738	5631.8833	5664.124	281757	0.0881	52940	2690000	12.97	no	NA	NA	NA	7476	0.78	no	0:50.43	492080	0	starved/SRR26465560/1to1.never.s4556
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	2to1	auto	7	4984	2492	2755	1377	6429.1563	6765.7886	2592694	0.8107	464070	3120000	11.20	yes	74.00	5	4132	7476	0.80	yes	0:02.88	329784	0	starved/SRR26465560/2to1.auto.s7
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	2to1	auto	42	4984	2492	2742	1370	6388.58	6803.4116	2623697	0.8204	514030	3150000	11.14	yes	69.00	5	4112	7476	0.80	yes	0:02.72	323716	0	starved/SRR26465560/2to1.auto.s42
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	2to1	auto	4556	4984	2492	2733	1366	6530.1147	6559.4307	2534588	0.7925	500740	3070000	11.02	yes	73.00	5	4099	7476	1.10	yes	0:02.74	319972	0	starved/SRR26465560/2to1.auto.s4556
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	2to1	never	7	4984	2492	4984	2492	5751.706	5440.598	268200	0.0839	52980	2820000	17.13	no	NA	NA	NA	7476	0.48	no	0:41.16	706412	0	starved/SRR26465560/2to1.never.s7
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	2to1	never	42	4984	2492	4984	2492	5672.01	5599.991	233914	0.0731	53170	2900000	17.26	no	NA	NA	NA	7476	0.92	no	1:14.52	662908	0	starved/SRR26465560/2to1.never.s42
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	2to1	never	4556	4984	2492	4984	2492	5599.974	5744.063	237512	0.0743	53010	2160000	17.37	no	NA	NA	NA	7476	0.72	no	0:42.01	673880	0	starved/SRR26465560/2to1.never.s4556
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	4to1	auto	7	5980	1496	3306	826	6433.678	6972.248	2685980	0.8398	496110	3110000	13.65	yes	74.00	5	4132	7476	0.97	yes	0:02.46	351724	0	starved/SRR26465560/4to1.auto.s7
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	4to1	auto	42	5980	1496	3290	822	6455.9297	6810.4053	2731149	0.8540	587130	3230000	13.44	yes	69.00	5	4112	7476	0.85	yes	0:02.46	349024	0	starved/SRR26465560/4to1.auto.s42
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	4to1	auto	4556	5980	1496	3279	820	6514.8667	6639.926	2568510	0.8031	555120	3130000	13.28	yes	73.00	5	4099	7476	1.22	yes	0:02.34	350960	0	starved/SRR26465560/4to1.auto.s4556
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	4to1	never	7	5980	1496	5980	1496	5738.1987	5287.464	220292	0.0689	53260	2980000	20.24	no	NA	NA	NA	7476	0.53	no	0:29.29	851732	0	starved/SRR26465560/4to1.never.s7
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	4to1	never	42	5980	1496	5980	1496	5653.08	5627.7104	225161	0.0704	52710	2720000	20.72	no	NA	NA	NA	7476	0.74	no	0:29.23	826848	0	starved/SRR26465560/4to1.never.s42
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	4to1	never	4556	5980	1496	5980	1496	5641.973	5672.1104	228890	0.0716	52640	2670000	20.78	no	NA	NA	NA	7476	0.74	no	0:29.17	868728	0	starved/SRR26465560/4to1.never.s4556
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	8to1	auto	7	6645	831	3673	459	6521.8535	6697.2725	2762072	0.8636	617640	3190000	14.95	yes	74.00	5	4132	7476	1.31	yes	0:02.04	395844	0	starved/SRR26465560/8to1.auto.s7
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	8to1	auto	42	6645	831	3655	457	6539.4863	6425.247	2769066	0.8658	678110	3210000	14.59	yes	69.00	5	4112	7476	0.66	yes	0:01.95	395356	0	starved/SRR26465560/8to1.auto.s42
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	8to1	auto	4556	6645	831	3644	455	6507.253	6801.224	2750592	0.8601	645640	3230000	14.94	yes	73.00	5	4099	7476	0.88	yes	0:03.18	391116	0	starved/SRR26465560/8to1.auto.s4556
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	8to1	never	7	6645	831	6645	831	5683.721	5362.392	183939	0.0575	52880	2110000	22.54	no	NA	NA	NA	7476	0.60	no	0:19.12	852864	0	starved/SRR26465560/8to1.never.s7
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	8to1	never	42	6645	831	6645	831	5679.0464	5399.7725	194463	0.0608	52700	2950000	22.61	no	NA	NA	NA	7476	0.96	no	0:18.25	872612	0	starved/SRR26465560/8to1.never.s42
SRR26465560	OXFORD_NANOPORE	3198172	starved	16	7476	8to1	never	4556	6645	831	6645	831	5628.585	5803.2803	155620	0.0487	52820	1470000	23.34	no	NA	NA	NA	7476	1.32	no	0:19.16	865080	0	starved/SRR26465560/8to1.never.s4556
SRR26465560	OXFORD_NANOPORE	3198172	marginal	8	14952	legacy	auto	7	9952	5000	5456	2741	6587.311	6679.33	2793871	0.8736	636670	3150000	22.29	yes	65.00	9	8197	14952	0.44	yes	0:09.12	626044	0	marginal/SRR26465560/legacy.auto.s7
SRR26465560	OXFORD_NANOPORE	3198172	marginal	8	14952	legacy	auto	42	9952	5000	5521	2773	6588.087	6663.293	2854279	0.8925	609040	3280000	22.53	yes	72.00	10	8294	14952	0.87	yes	0:09.10	638912	0	marginal/SRR26465560/legacy.auto.s42
SRR26465560	OXFORD_NANOPORE	3198172	marginal	8	14952	legacy	auto	4556	9952	5000	5515	2770	6508.674	6745.0674	2833701	0.8860	577080	3220000	22.51	yes	58.00	10	8285	14952	0.43	yes	0:10.74	643752	0	marginal/SRR26465560/legacy.auto.s4556
SRR26465560	OXFORD_NANOPORE	3198172	marginal	8	14952	legacy	never	7	9952	5000	9952	5000	5773.8315	5482.8687	311895	0.0975	53870	3070000	34.41	no	NA	NA	NA	14952	0.52	no	2:03.98	1388544	0	marginal/SRR26465560/legacy.never.s7
SRR26465560	OXFORD_NANOPORE	3198172	marginal	8	14952	legacy	never	42	9952	5000	9952	5000	5695.3955	5638.988	394779	0.1234	52840	3460000	34.65	no	NA	NA	NA	14952	0.52	no	2:00.13	1398616	0	marginal/SRR26465560/legacy.never.s42
SRR26465560	OXFORD_NANOPORE	3198172	marginal	8	14952	legacy	never	4556	9952	5000	9952	5000	5705.746	5618.386	296068	0.0926	53600	2850000	34.62	no	NA	NA	NA	14952	0.48	no	2:06.05	1498056	0	marginal/SRR26465560/legacy.never.s4556
SRR26465560	OXFORD_NANOPORE	3198172	marginal	8	14952	1to1	auto	7	7476	7476	4099	4098	6517.884	6718.303	2722156	0.8512	654770	3150000	16.71	yes	65.00	9	8197	14952	0.54	yes	0:11.33	470316	0	marginal/SRR26465560/1to1.auto.s7
