run	platform	true_size	v030_estimate	v1_estimate	v030_relative_error	v1_relative_error	source
SRR21415924	OXFORD_NANOPORE	3841910	4099204	4099204	6.6970	6.6970	norm
SRR21415925	OXFORD_NANOPORE	3694522	4113061	4113061	11.3286	11.3286	norm
SRR21415926	OXFORD_NANOPORE	4136829	4267812	4267812	3.1663	3.1663	norm
SRR21415928	OXFORD_NANOPORE	3778380	3858760	3858760	2.1274	2.1274	norm
SRR21415929	OXFORD_NANOPORE	3837677	4269690	4269690	11.2571	11.2571	norm
SRR21415935	OXFORD_NANOPORE	3670487	4281026	4281026	16.6337	16.6337	norm
SRR21415938	OXFORD_NANOPORE	5828524	5588129	5588129	-4.1245	-4.1245	norm
SRR21415945	OXFORD_NANOPORE	3729481	3904942	3904942	4.7047	4.7047	norm
SRR21415946	OXFORD_NANOPORE	3766524	3963216	3963216	5.2221	5.2221	norm
SRR21415947	OXFORD_NANOPORE	3949224	4155261	4155261	5.2172	5.2172	norm
SRR21415952	OXFORD_NANOPORE	7097857	7429402	7429402	4.6711	4.6711	norm
SRR21415958	OXFORD_NANOPORE	6914259	7315006	7315006	5.7960	5.7960	norm
SRR21415959	OXFORD_NANOPORE	7011582	7458939	7458939	6.3803	6.3803	norm
SRR21415964	OXFORD_NANOPORE	4560768	4984182	4984182	9.2838	9.2838	norm
SRR21415966	OXFORD_NANOPORE	7007881	7426426	7426426	5.9725	5.9725	norm
SRR21415968	OXFORD_NANOPORE	6907658	7775844	7775844	12.5685	12.5685	norm
SRR21415981	OXFORD_NANOPORE	8346813	9487830	9487830	13.6701	13.6701	norm
SRR21416000	OXFORD_NANOPORE	6930927	7326730	7326730	5.7107	5.7107	norm
SRR21416002	OXFORD_NANOPORE	3885383	3904149	3904149	0.4830	0.4830	norm
SRR21416007	OXFORD_NANOPORE	7543334	8356294	8356294	10.7772	10.7772	norm
SRR21416008	OXFORD_NANOPORE	6804354	7300318	7300318	7.2889	7.2889	norm
SRR21416010	OXFORD_NANOPORE	6893391	7383497	7383497	7.1098	7.1098	norm
SRR21416014	OXFORD_NANOPORE	6765542	7461742	7461742	10.2904	10.2904	norm
SRR21416017	OXFORD_NANOPORE	5295870	4662238	4662238	-11.9646	-11.9646	norm
SRR21416021	OXFORD_NANOPORE	7553454	7896790	7896790	4.5454	4.5454	norm
SRR21416032	OXFORD_NANOPORE	7279089	7868214	7868214	8.0934	8.0934	norm
SRR21416037	OXFORD_NANOPORE	6935360	7378226	7378226	6.3856	6.3856	norm
SRR21416045	OXFORD_NANOPORE	6584427	7495074	7495074	13.8303	13.8303	norm
SRR21416050	OXFORD_NANOPORE	3724142	3905542	3905542	4.8709	4.8709	norm
SRR21416055	OXFORD_NANOPORE	3694909	3900333	3900333	5.5596	5.5596	norm
SRR21416064	OXFORD_NANOPORE	7122394	8132839	8132839	14.1869	14.1869	norm
SRR21416065	OXFORD_NANOPORE	2796846	3097750	3097750	10.7587	10.7587	norm
SRR21416069	OXFORD_NANOPORE	2818391	2884854	2884854	2.3582	2.3582	norm
SRR21416071	OXFORD_NANOPORE	4716880	5649596	5649596	19.7740	19.7740	norm
SRR21416077	OXFORD_NANOPORE	2211521	2217305	2217305	0.2615	0.2615	norm
SRR21416093	OXFORD_NANOPORE	6909549	7735808	7735808	11.9582	11.9582	norm
SRR21416096	OXFORD_NANOPORE	6055669	6581294	6581294	8.6799	8.6799	norm
SRR21416098	OXFORD_NANOPORE	7405831	7795386	7795386	5.2601	5.2601	norm
SRR21416106	OXFORD_NANOPORE	7514708	7854602	7854602	4.5230	4.5230	norm
SRR21416109	OXFORD_NANOPORE	4569407	4698579	4698579	2.8269	2.8269	norm
SRR21416120	OXFORD_NANOPORE	7494256	8038712	8038712	7.2650	7.2650	norm
SRR21416121	OXFORD_NANOPORE	7279817	7808090	7808090	7.2567	7.2567	norm
SRR21416122	OXFORD_NANOPORE	3814036	4124432	4124432	8.1383	8.1383	norm
SRR21416126	OXFORD_NANOPORE	7094360	7359133	7359133	3.7322	3.7322	norm
SRR21416127	OXFORD_NANOPORE	6840164	7286659	7286659	6.5275	6.5275	norm
SRR21416131	OXFORD_NANOPORE	3742241	4252066	4252066	13.6235	13.6235	norm
SRR21416134	OXFORD_NANOPORE	3623182	3784868	3784868	4.4625	4.4625	norm
SRR21416137	OXFORD_NANOPORE	3989418	4261542	4261542	6.8211	6.8211	norm
SRR21416139	OXFORD_NANOPORE	3879077	4030324	4030324	3.8990	3.8990	norm
SRR21416140	OXFORD_NANOPORE	4088156	4016404	4016404	-1.7551	-1.7551	norm
SRR21430004	PACBIO_SMRT	2595287	2574818	2577460	-0.7887	-0.6869	pb_preset
SRR21439827	OXFORD_NANOPORE	7114147	7825362	7825362	9.9972	9.9972	norm
SRR21440766	OXFORD_NANOPORE	7114147	8279482	8279482	16.3805	16.3805	norm
SRR21449954	OXFORD_NANOPORE	5065552	3428604	5189610	-32.3153	2.4491	norm
SRR21449956	OXFORD_NANOPORE	6147513	6279084	6279084	2.1402	2.1402	norm
SRR21449959	OXFORD_NANOPORE	4971050	5029946	5020042	1.1848	0.9855	norm
SRR21449962	OXFORD_NANOPORE	5192593	4790338	4835014	-7.7467	-6.8863	norm
SRR21449963	OXFORD_NANOPORE	5192593	5216259	5216259	0.4558	0.4558	norm
SRR21449964	OXFORD_NANOPORE	5225279	5055233	5059907	-3.2543	-3.1648	norm
SRR21449968	OXFORD_NANOPORE	5139865	5098198	5110172	-0.8107	-0.5777	norm
SRR21465134	OXFORD_NANOPORE	4754570	5380976	5380976	13.1748	13.1748	norm
SRR21465135	OXFORD_NANOPORE	4754570	5368870	5368870	12.9202	12.9202	norm
SRR21465136	OXFORD_NANOPORE	5524870	5672160	5672160	2.6659	2.6659	norm
SRR21465137	OXFORD_NANOPORE	5579844	5740612	5740612	2.8812	2.8812	norm
SRR21465138	OXFORD_NANOPORE	5207250	5519468	5519468	5.9958	5.9958	norm
SRR21465140	OXFORD_NANOPORE	4957548	5304827	5304827	7.0051	7.0051	norm
SRR21465926	OXFORD_NANOPORE	3503981	3503707	3432814	-0.0078	-2.0310	norm
SRR21472839	OXFORD_NANOPORE	4654979	4357400	4357400	-6.3927	-6.3927	norm
SRR21473046	OXFORD_NANOPORE	4658387	4307011	4307011	-7.5429	-7.5429	norm
SRR21539842	OXFORD_NANOPORE	4799874	4532712	4532712	-5.5660	-5.5660	norm
SRR21539843	OXFORD_NANOPORE	5125631	4769585	4769585	-6.9464	-6.9464	norm
SRR21547805	OXFORD_NANOPORE	5579844	5828421	5828421	4.4549	4.4549	norm
SRR21547808	OXFORD_NANOPORE	1714517	1721917	1753271	0.4316	2.2603	norm
SRR21560188	OXFORD_NANOPORE	5764439	5624771	5624771	-2.4229	-2.4229	norm
SRR21563152	PACBIO_SMRT	3988920	4732450	4362302	18.6399	9.3605	pb_preset
SRR21563324	OXFORD_NANOPORE	8068458	8000474	8000474	-0.8426	-0.8426	norm
SRR21563325	OXFORD_NANOPORE	9958319	9443912	9443912	-5.1656	-5.1656	norm
SRR21563327	OXFORD_NANOPORE	8081901	7991730	7991730	-1.1157	-1.1157	norm
SRR21563328	OXFORD_NANOPORE	12275813	11457697	11457697	-6.6645	-6.6645	norm
SRR21563330	OXFORD_NANOPORE	10093486	9559551	9559551	-5.2899	-5.2899	norm
SRR21563331	OXFORD_NANOPORE	8672617	8397694	8397694	-3.1700	-3.1700	norm
SRR21563332	OXFORD_NANOPORE	10196823	11065822	11065822	8.5223	8.5223	norm
SRR21563334	OXFORD_NANOPORE	9111388	9898616	9898616	8.6400	8.6400	norm
SRR21563335	OXFORD_NANOPORE	10074909	9367397	9367397	-7.0225	-7.0225	norm
SRR21563336	OXFORD_NANOPORE	8050796	8438274	8438274	4.8129	4.8129	norm
SRR21563337	OXFORD_NANOPORE	10117522	9971639	9971639	-1.4419	-1.4419	norm
SRR21563338	OXFORD_NANOPORE	9860799	9228568	9228568	-6.4116	-6.4116	norm
SRR21563341	OXFORD_NANOPORE	5847022	5615487	5615487	-3.9599	-3.9599	norm
SRR21563342	OXFORD_NANOPORE	8089848	8272953	8272953	2.2634	2.2634	norm
SRR21563343	OXFORD_NANOPORE	8850041	8618909	8618909	-2.6116	-2.6116	norm
SRR21563346	OXFORD_NANOPORE	7998820	7823839	7823839	-2.1876	-2.1876	norm
SRR21563347	OXFORD_NANOPORE	8982053	9301484	9301484	3.5563	3.5563	norm
SRR21563351	OXFORD_NANOPORE	9848585	10002489	10002489	1.5627	1.5627	norm
SRR21563356	OXFORD_NANOPORE	9002982	9008432	9008432	0.0605	0.0605	norm
SRR21563357	OXFORD_NANOPORE	9002982	8936605	8936605	-0.7373	-0.7373	norm
SRR21563359	OXFORD_NANOPORE	10725031	10505820	10505820	-2.0439	-2.0439	norm
SRR21563360	OXFORD_NANOPORE	10725031	10447116	10447116	-2.5913	-2.5913	norm
SRR21563363	OXFORD_NANOPORE	8221523	8030211	8030211	-2.3270	-2.3270	norm
SRR21563364	OXFORD_NANOPORE	10715389	10476011	10476011	-2.2340	-2.2340	norm
SRR21563365	OXFORD_NANOPORE	10715389	10439350	10439350	-2.5761	-2.5761	norm
SRR21563366	OXFORD_NANOPORE	9299130	9118520	9118520	-1.9422	-1.9422	norm
SRR21563373	OXFORD_NANOPORE	8269445	7744785	7744785	-6.3446	-6.3446	norm
SRR21563376	OXFORD_NANOPORE	8466399	8954952	8954952	5.7705	5.7705	norm
SRR21563385	OXFORD_NANOPORE	8271519	9177518	9177518	10.9532	10.9532	norm
SRR21563387	OXFORD_NANOPORE	10497525	10515227	10515227	0.1686	0.1686	norm
SRR21563395	OXFORD_NANOPORE	9336717	10792385	10792385	15.5908	15.5908	norm
SRR21563410	OXFORD_NANOPORE	10190356	10531951	10531951	3.3521	3.3521	norm
SRR21563411	OXFORD_NANOPORE	9725030	9821023	9821023	0.9871	0.9871	norm
SRR21563416	OXFORD_NANOPORE	10989260	10727052	11169842	-2.3860	1.6433	norm
SRR21563417	OXFORD_NANOPORE	6972512	7366297	7366297	5.6477	5.6477	norm
SRR21563419	OXFORD_NANOPORE	7288318	8534714	8534714	17.1013	17.1013	norm
SRR21563420	OXFORD_NANOPORE	9576147	9883346	9883346	3.2080	3.2080	norm
SRR21563425	OXFORD_NANOPORE	8565674	8664594	8664594	1.1548	1.1548	norm
SRR21563427	OXFORD_NANOPORE	11328791	11019500	11002114	-2.7301	-2.8836	norm
SRR21563428	OXFORD_NANOPORE	7216567	7124355	7124355	-1.2778	-1.2778	norm
SRR21563430	OXFORD_NANOPORE	10293779	10786991	10786991	4.7914	4.7914	norm
SRR21563438	OXFORD_NANOPORE	7970909	7804714	7804714	-2.0850	-2.0850	norm
SRR21563440	OXFORD_NANOPORE	9203650	9110837	9110837	-1.0084	-1.0084	norm
SRR21563444	OXFORD_NANOPORE	8801236	8923215	8923215	1.3859	1.3859	norm
SRR21563446	OXFORD_NANOPORE	8487842	9493738	9493738	11.8510	11.8510	norm
SRR21563447	OXFORD_NANOPORE	10569674	9806724	9806724	-7.2183	-7.2183	norm
SRR21563460	OXFORD_NANOPORE	9145559	8903176	8903176	-2.6503	-2.6503	norm
SRR21563464	OXFORD_NANOPORE	8843894	9430941	9430941	6.6379	6.6379	norm
SRR21563468	OXFORD_NANOPORE	9789246	9281901	9281901	-5.1827	-5.1827	norm
SRR21563469	OXFORD_NANOPORE	8952109	9427958	9427958	5.3155	5.3155	norm
SRR21563470	OXFORD_NANOPORE	9099298	8663024	8663024	-4.7946	-4.7946	norm
SRR21563471	OXFORD_NANOPORE	7774921	7618393	7429158	-2.0132	-4.4472	norm
SRR21563472	OXFORD_NANOPORE	9829227	9190438	9190438	-6.4989	-6.4989	norm
SRR21563473	OXFORD_NANOPORE	9932863	9312915	9312915	-6.2414	-6.2414	norm
SRR21563494	OXFORD_NANOPORE	10967080	10844075	10844075	-1.1216	-1.1216	norm
SRR21563495	OXFORD_NANOPORE	10967080	10673161	10673161	-2.6800	-2.6800	norm
SRR21563497	OXFORD_NANOPORE	9157283	8982478	8982478	-1.9089	-1.9089	norm
SRR21563498	OXFORD_NANOPORE	9157283	8938450	8938450	-2.3897	-2.3897	norm
SRR21563500	OXFORD_NANOPORE	9730517	9633009	9633009	-1.0021	-1.0021	norm
SRR21563501	OXFORD_NANOPORE	9730517	9593204	9593204	-1.4112	-1.4112	norm
SRR21563516	OXFORD_NANOPORE	7184925	6922033	6922033	-3.6589	-3.6589	norm
SRR21563517	OXFORD_NANOPORE	7896894	7745570	7745570	-1.9162	-1.9162	norm
SRR21563520	OXFORD_NANOPORE	8671343	8839983	8839983	1.9448	1.9448	norm
SRR21563525	OXFORD_NANOPORE	9899169	9606921	9606921	-2.9522	-2.9522	norm
SRR21563528	OXFORD_NANOPORE	9917334	10796747	10796747	8.8674	8.8674	norm
SRR21563531	OXFORD_NANOPORE	11671850	11145849	11145849	-4.5066	-4.5066	norm
SRR21563544	OXFORD_NANOPORE	8330854	8052469	8052469	-3.3416	-3.3416	norm
SRR21563545	OXFORD_NANOPORE	8296325	8048752	8048752	-2.9841	-2.9841	norm
SRR21601282	PACBIO_SMRT	6249144	7883933	7354055	26.1602	17.6810	pb_preset
SRR21606644	OXFORD_NANOPORE	2007883	2182314	2182314	8.6873	8.6873	norm
SRR21607164	OXFORD_NANOPORE	2168186	2439288	2439288	12.5036	12.5036	norm
SRR21607166	OXFORD_NANOPORE	2162388	2505234	2505234	15.8550	15.8550	norm
SRR21629963	OXFORD_NANOPORE	12912080	11836924	11836924	-8.3267	-8.3267	norm
SRR21629967	OXFORD_NANOPORE	11832677	11254226	11254226	-4.8886	-4.8886	norm
SRR21629969	OXFORD_NANOPORE	9238295	9090121	9090121	-1.6039	-1.6039	norm
SRR21629970	OXFORD_NANOPORE	9063152	8280294	8280294	-8.6378	-8.6378	norm
SRR21629973	OXFORD_NANOPORE	8770135	8786880	8786880	0.1909	0.1909	norm
SRR21629975	OXFORD_NANOPORE	8346247	8403034	8403034	0.6804	0.6804	norm
SRR21629978	OXFORD_NANOPORE	9971452	8440645	8440645	-15.3519	-15.3519	norm
SRR21629982	OXFORD_NANOPORE	8572109	8413596	8413596	-1.8492	-1.8492	norm
SRR21629984	OXFORD_NANOPORE	7517952	7480594	7480594	-0.4969	-0.4969	norm
SRR21629986	OXFORD_NANOPORE	4711874	4938222	4938222	4.8038	4.8038	norm
SRR21629988	OXFORD_NANOPORE	9468941	9093575	9093575	-3.9642	-3.9642	norm
SRR21629989	OXFORD_NANOPORE	8329020	7990432	7990432	-4.0652	-4.0652	norm
SRR21629991	OXFORD_NANOPORE	10527525	10356299	10356299	-1.6265	-1.6265	norm
SRR21629992	OXFORD_NANOPORE	8499733	9093862	9093862	6.9900	6.9900	norm
SRR21629993	OXFORD_NANOPORE	8944372	8638819	8638819	-3.4161	-3.4161	norm
SRR21629995	OXFORD_NANOPORE	9077372	8879342	8879342	-2.1816	-2.1816	norm
SRR21629996	OXFORD_NANOPORE	8598676	8206760	8206760	-4.5579	-4.5579	norm
SRR21629999	OXFORD_NANOPORE	4808694	4727163	4727163	-1.6955	-1.6955	norm
SRR21630005	OXFORD_NANOPORE	4841103	4864428	4864428	0.4818	0.4818	norm
SRR21630006	OXFORD_NANOPORE	11001603	10294716	10294716	-6.4253	-6.4253	norm
SRR21630008	OXFORD_NANOPORE	9642853	9414303	9414303	-2.3701	-2.3701	norm
SRR21630009	OXFORD_NANOPORE	9853519	9626416	9626416	-2.3048	-2.3048	norm
SRR21630010	OXFORD_NANOPORE	10309750	9839642	9839642	-4.5598	-4.5598	norm
SRR21630012	OXFORD_NANOPORE	8521284	8304276	8304276	-2.5467	-2.5467	norm
SRR21630013	OXFORD_NANOPORE	10711384	10151967	10151967	-5.2226	-5.2226	norm
SRR21630015	OXFORD_NANOPORE	9248260	8895774	8895774	-3.8114	-3.8114	norm
SRR21630042	OXFORD_NANOPORE	7628471	7688672	7688672	0.7892	0.7892	norm
SRR21630046	OXFORD_NANOPORE	9992462	10110785	10110785	1.1841	1.1841	norm
SRR21630048	OXFORD_NANOPORE	9661321	9837541	9837541	1.8240	1.8240	norm
SRR21630059	OXFORD_NANOPORE	11075804	10747902	10747902	-2.9605	-2.9605	norm
SRR21630061	OXFORD_NANOPORE	9409010	9220061	9220061	-2.0082	-2.0082	norm
SRR21630065	OXFORD_NANOPORE	11145185	10495080	10495080	-5.8331	-5.8331	norm
SRR21630069	OXFORD_NANOPORE	10972925	10973238	10973238	0.0029	0.0029	norm
SRR21630070	OXFORD_NANOPORE	8806723	8942192	8942192	1.5382	1.5382	norm
SRR21630072	OXFORD_NANOPORE	10324489	10061670	10061670	-2.5456	-2.5456	norm
SRR21630075	OXFORD_NANOPORE	6411420	6273007	6273007	-2.1589	-2.1589	norm
SRR21630077	OXFORD_NANOPORE	9910889	9408066	9408066	-5.0734	-5.0734	norm
SRR21630078	OXFORD_NANOPORE	8241378	7749535	7749535	-5.9680	-5.9680	norm
SRR21630081	OXFORD_NANOPORE	9019680	8727148	8727148	-3.2433	-3.2433	norm
SRR21630087	OXFORD_NANOPORE	8621285	7932943	7932943	-7.9842	-7.9842	norm
SRR21630096	OXFORD_NANOPORE	8602329	8238635	8238635	-4.2279	-4.2279	norm
SRR21630099	OXFORD_NANOPORE	10072442	9799867	9799867	-2.7061	-2.7061	norm
SRR21630100	OXFORD_NANOPORE	11324247	10841264	10841264	-4.2650	-4.2650	norm
SRR21630102	OXFORD_NANOPORE	11363729	10481054	10481054	-7.7675	-7.7675	norm
SRR21630103	OXFORD_NANOPORE	10616026	10457116	10457116	-1.4969	-1.4969	norm
SRR21630104	OXFORD_NANOPORE	10798493	10408602	10408602	-3.6106	-3.6106	norm
SRR21630106	OXFORD_NANOPORE	8782423	8698943	8698943	-0.9505	-0.9505	norm
SRR21630107	OXFORD_NANOPORE	10525887	10012438	10012438	-4.8780	-4.8780	norm
SRR21630111	OXFORD_NANOPORE	9983749	10895234	10895234	9.1297	9.1297	norm
SRR21630113	OXFORD_NANOPORE	10850392	11407402	11407402	5.1335	5.1335	norm
SRR21630116	OXFORD_NANOPORE	9299130	10438422	10438422	12.2516	12.2516	norm
SRR21630119	OXFORD_NANOPORE	10384311	10168685	10168685	-2.0765	-2.0765	norm
SRR21630120	OXFORD_NANOPORE	10475789	9787268	9787268	-6.5725	-6.5725	norm
SRR21630121	OXFORD_NANOPORE	9087065	9064834	9064834	-0.2446	-0.2446	norm
SRR21630122	OXFORD_NANOPORE	9848962	8819932	8819932	-10.4481	-10.4481	norm
SRR21630127	OXFORD_NANOPORE	10547576	9874141	9874141	-6.3847	-6.3847	norm
SRR21630128	OXFORD_NANOPORE	7063827	6977907	6977907	-1.2163	-1.2163	norm
SRR21630132	OXFORD_NANOPORE	12223696	11722425	11722425	-4.1008	-4.1008	norm
SRR21630133	OXFORD_NANOPORE	8949492	8867168	8867168	-0.9199	-0.9199	norm
SRR21630136	OXFORD_NANOPORE	10667068	13836784	13836784	29.7150	29.7150	norm
SRR21630137	OXFORD_NANOPORE	10137727	9912734	9912734	-2.2194	-2.2194	norm
SRR21630139	OXFORD_NANOPORE	9270399	9131104	9131104	-1.5026	-1.5026	norm
SRR21630141	OXFORD_NANOPORE	9393169	12675450	12675450	34.9433	34.9433	norm
SRR21630142	OXFORD_NANOPORE	7336920	6960663	6960663	-5.1283	-5.1283	norm
SRR21630143	OXFORD_NANOPORE	10658643	9512226	9512226	-10.7558	-10.7558	norm
SRR21630146	OXFORD_NANOPORE	9315054	9405948	9405948	0.9758	0.9758	norm
SRR21630151	OXFORD_NANOPORE	9856051	9104034	9104034	-7.6300	-7.6300	norm
SRR21630156	OXFORD_NANOPORE	12198498	11476509	11476509	-5.9187	-5.9187	norm
SRR21630205	OXFORD_NANOPORE	8658548	7824495	7824495	-9.6327	-9.6327	norm
SRR21630207	OXFORD_NANOPORE	7231063	6676745	6676745	-7.6658	-7.6658	norm
SRR21630214	OXFORD_NANOPORE	7531209	7655030	7655030	1.6441	1.6441	norm
SRR21630215	OXFORD_NANOPORE	7102204	7022194	7022194	-1.1266	-1.1266	norm
SRR21630216	OXFORD_NANOPORE	8509353	8551592	8551592	0.4964	0.4964	norm
SRR21630219	OXFORD_NANOPORE	10011987	10498947	10498947	4.8638	4.8638	norm
SRR21630221	OXFORD_NANOPORE	10954113	10183324	10183324	-7.0365	-7.0365	norm
SRR21630224	OXFORD_NANOPORE	8333111	8980035	8980035	7.7633	7.7633	norm
SRR21630226	OXFORD_NANOPORE	8274316	8464587	8464587	2.2995	2.2995	norm
SRR21630232	OXFORD_NANOPORE	9182200	8809907	8809907	-4.0545	-4.0545	norm
SRR21630234	OXFORD_NANOPORE	10117404	10086982	10086982	-0.3007	-0.3007	norm
SRR21630235	OXFORD_NANOPORE	7961474	7623241	7623241	-4.2484	-4.2484	norm
SRR21630242	OXFORD_NANOPORE	11080497	11205116	11205116	1.1247	1.1247	norm
SRR21630247	OXFORD_NANOPORE	8893931	9229259	9229259	3.7703	3.7703	norm
SRR21630249	OXFORD_NANOPORE	10308633	9984352	9984352	-3.1457	-3.1457	norm
SRR21630250	OXFORD_NANOPORE	8400290	8474758	8474758	0.8865	0.8865	norm
SRR21630273	OXFORD_NANOPORE	10670226	9145243	9145243	-14.2919	-14.2919	norm
SRR21630297	OXFORD_NANOPORE	10131194	9822956	9822956	-3.0425	-3.0425	norm
SRR21630298	OXFORD_NANOPORE	11146913	10972666	10972666	-1.5632	-1.5632	norm
SRR21630301	OXFORD_NANOPORE	8760989	8739219	8739219	-0.2485	-0.2485	norm
SRR21630302	OXFORD_NANOPORE	7654929	7725364	7725364	0.9201	0.9201	norm
SRR21630304	OXFORD_NANOPORE	8961255	10146810	8912814	13.2298	-0.5406	norm
SRR21630306	OXFORD_NANOPORE	10374860	9753166	9753166	-5.9923	-5.9923	norm
SRR21630308	OXFORD_NANOPORE	8011000	7285868	7285868	-9.0517	-9.0517	norm
SRR21630309	OXFORD_NANOPORE	10802565	10313504	10313504	-4.5273	-4.5273	norm
SRR21630310	OXFORD_NANOPORE	9449196	9030637	9030637	-4.4296	-4.4296	norm
SRR21630311	OXFORD_NANOPORE	10193344	10846641	10846641	6.4091	6.4091	norm
SRR21630312	OXFORD_NANOPORE	8719657	8285014	8285014	-4.9846	-4.9846	norm
SRR21630313	OXFORD_NANOPORE	8689288	8541438	8541438	-1.7015	-1.7015	norm
SRR21630316	OXFORD_NANOPORE	10237418	10380274	10380274	1.3954	1.3954	norm
SRR21630318	OXFORD_NANOPORE	10379698	10119138	10119138	-2.5103	-2.5103	norm
SRR21630319	OXFORD_NANOPORE	11915655	11154277	11154277	-6.3897	-6.3897	norm
SRR21630322	OXFORD_NANOPORE	7725772	8431977	8431977	9.1409	9.1409	norm
SRR21630324	OXFORD_NANOPORE	10417451	16286607	16286607	56.3397	56.3397	norm
SRR21630328	OXFORD_NANOPORE	8101613	7667508	7667508	-5.3583	-5.3583	norm
SRR21630329	OXFORD_NANOPORE	9805310	9525706	9525706	-2.8516	-2.8516	norm
SRR21630333	OXFORD_NANOPORE	5615436	5676197	5676197	1.0820	1.0820	norm
SRR21630334	OXFORD_NANOPORE	7372728	7333763	7333763	-0.5285	-0.5285	norm
SRR21630335	OXFORD_NANOPORE	9485507	9032176	9032176	-4.7792	-4.7792	norm
SRR21630336	OXFORD_NANOPORE	10350652	10392421	10392421	0.4035	0.4035	norm
SRR21630341	OXFORD_NANOPORE	6022264	5953732	5953732	-1.1380	-1.1380	norm
SRR21630344	OXFORD_NANOPORE	8490789	8398204	8398204	-1.0904	-1.0904	norm
SRR21630345	OXFORD_NANOPORE	10744805	11665031	11665031	8.5644	8.5644	norm
SRR21630347	OXFORD_NANOPORE	10072122	9192881	9192881	-8.7295	-8.7295	norm
SRR21630351	OXFORD_NANOPORE	6859429	6448073	6448073	-5.9969	-5.9969	norm
SRR21630353	OXFORD_NANOPORE	10825738	10698838	10698838	-1.1722	-1.1722	norm
SRR21630355	OXFORD_NANOPORE	10316149	9080409	9080409	-11.9787	-11.9787	norm
SRR21630357	OXFORD_NANOPORE	12278258	10749238	10749238	-12.4531	-12.4531	norm
SRR21630358	OXFORD_NANOPORE	8971606	11859423	11859423	32.1884	32.1884	norm
SRR21630361	OXFORD_NANOPORE	9241071	8891682	8891682	-3.7808	-3.7808	norm
SRR21630366	OXFORD_NANOPORE	11766587	10447252	10447252	-11.2126	-11.2126	norm
SRR21630367	OXFORD_NANOPORE	8164743	9817377	9817377	20.2411	20.2411	norm
SRR21630369	OXFORD_NANOPORE	9470289	8953344	8953344	-5.4586	-5.4586	norm
SRR21630370	OXFORD_NANOPORE	11051430	9930316	9930316	-10.1445	-10.1445	norm
SRR21630392	OXFORD_NANOPORE	8963402	8751497	8751497	-2.3641	-2.3641	norm
SRR21630398	OXFORD_NANOPORE	9524224	9005454	9005454	-5.4468	-5.4468	norm
SRR21630401	OXFORD_NANOPORE	8362496	8099851	8099851	-3.1407	-3.1407	norm
SRR21630403	OXFORD_NANOPORE	9165939	10888154	10888154	18.7893	18.7893	norm
SRR21630404	OXFORD_NANOPORE	9165964	8992668	8992668	-1.8906	-1.8906	norm
SRR21630405	OXFORD_NANOPORE	10812875	10543550	10543550	-2.4908	-2.4908	norm
SRR21630409	OXFORD_NANOPORE	8225529	7968746	7968746	-3.1218	-3.1218	norm
SRR21630411	OXFORD_NANOPORE	11090730	9529772	9529772	-14.0744	-14.0744	norm
SRR21630414	OXFORD_NANOPORE	8336306	8515507	8515507	2.1496	2.1496	norm
SRR21630416	OXFORD_NANOPORE	9169300	9020423	9020423	-1.6236	-1.6236	norm
SRR21630419	OXFORD_NANOPORE	8519659	8396168	8396168	-1.4495	-1.4495	norm
SRR21630426	OXFORD_NANOPORE	9601491	9473523	9473523	-1.3328	-1.3328	norm
SRR21630427	OXFORD_NANOPORE	8466399	8977582	8977582	6.0378	6.0378	norm
SRR21630428	OXFORD_NANOPORE	7574921	7663277	7663277	1.1664	1.1664	norm
SRR21630429	OXFORD_NANOPORE	10083910	10592819	10592819	5.0467	5.0467	norm
SRR21630432	OXFORD_NANOPORE	10076411	8990770	8990770	-10.7741	-10.7741	norm
SRR21630435	OXFORD_NANOPORE	7505305	7426647	7426647	-1.0480	-1.0480	norm
SRR21630436	OXFORD_NANOPORE	8923325	8812941	8812941	-1.2370	-1.2370	norm
SRR21630437	OXFORD_NANOPORE	9153806	8647580	8647580	-5.5302	-5.5302	norm
SRR21630440	OXFORD_NANOPORE	8880487	8735488	8735488	-1.6328	-1.6328	norm
SRR21630443	OXFORD_NANOPORE	8190759	7616044	7616044	-7.0166	-7.0166	norm
SRR21630444	OXFORD_NANOPORE	10089300	10019542	10019542	-0.6914	-0.6914	norm
SRR21630446	OXFORD_NANOPORE	9003480	8920370	8920370	-0.9231	-0.9231	norm
SRR21630449	OXFORD_NANOPORE	9648495	10229383	10229383	6.0205	6.0205	norm
SRR21630450	OXFORD_NANOPORE	11121119	10437026	10437026	-6.1513	-6.1513	norm
SRR21630451	OXFORD_NANOPORE	10787473	10539840	10539840	-2.2956	-2.2956	norm
SRR21630452	OXFORD_NANOPORE	7626967	7446347	7446347	-2.3682	-2.3682	norm
SRR21630453	OXFORD_NANOPORE	9449954	9357182	9357182	-0.9817	-0.9817	norm
SRR21630455	OXFORD_NANOPORE	8873106	8598872	8598872	-3.0906	-3.0906	norm
SRR21630456	OXFORD_NANOPORE	10042916	9635644	9635644	-4.0553	-4.0553	norm
SRR21630457	OXFORD_NANOPORE	10628885	10360494	10360494	-2.5251	-2.5251	norm
SRR21630459	OXFORD_NANOPORE	6506653	6404642	6404642	-1.5678	-1.5678	norm
SRR21630461	OXFORD_NANOPORE	8601509	8225442	8225442	-4.3721	-4.3721	norm
