run	platform	truth_bp	ont_preset_bp	pb_preset_bp	ont_preset_over_truth	pb_preset_over_truth	matches_issue36
SRR27467545	PACBIO_SMRT	2577173	2993108	2923277	1.1614	1.1343	yes
SRR27467549	PACBIO_SMRT	2559690	2932740	2851932	1.1457	1.1142	yes
SRR27467552	PACBIO_SMRT	2647634	2997765	2919568	1.1322	1.1027	yes
SRR27467554	PACBIO_SMRT	2556042	2916948	2835138	1.1412	1.1092	yes
SRR27467576	PACBIO_SMRT	2745352	3125623	3058208	1.1385	1.1140	yes
SRR27467579	PACBIO_SMRT	2688131	3078641	2997526	1.1453	1.1151	yes
SRR27467584	PACBIO_SMRT	2556042	2894788	2822985	1.1325	1.1044	yes
SRR27467586	PACBIO_SMRT	2556042	2918956	2837113	1.1420	1.1100	yes
SRR27558654	PACBIO_SMRT	4027436	4751030	4482311	1.1797	1.1129	yes
SRR27561248	OXFORD_NANOPORE	2611460	2889402	2948809	1.1064	1.1292	yes
SRR27638605	PACBIO_SMRT	3333066	3182542	3205858	0.9548	0.9618	yes
SRR27695013	PACBIO_SMRT	4932464	5602922	5321580	1.1359	1.0789	yes
SRR27704963	PACBIO_SMRT	5130088	5835423	5532956	1.1375	1.0785	yes
SRR27704964	PACBIO_SMRT	4885829	5624988	5360042	1.1513	1.0971	yes
SRR27704967	PACBIO_SMRT	5029763	5697914	5373863	1.1328	1.0684	yes
SRR27726272	PACBIO_SMRT	4862388	4041985	4092410	0.8313	0.8416	yes
SRR27956926	PACBIO_SMRT	2044475	2158556	1734404	1.0558	0.8483	yes
SRR28019343	PACBIO_SMRT	5503431	6473077	6289332	1.1762	1.1428	yes
SRR28037804	PACBIO_SMRT	5408050	6359724	6211391	1.1760	1.1485	yes
SRR28037811	PACBIO_SMRT	1991976	3218418	2673110	1.6157	1.3419	yes
SRR28129708	PACBIO_SMRT	1629078	1583318	1583825	0.9719	0.9722	yes
SRR28257190	PACBIO_SMRT	6275045	8256206	7485976	1.3157	1.1930	yes
SRR28257202	PACBIO_SMRT	4648175	7991934	6665355	1.7194	1.4340	yes
SRR28257217	PACBIO_SMRT	4299551	5263435	4906206	1.2242	1.1411	yes
SRR28257223	PACBIO_SMRT	4298779	5183420	4831842	1.2058	1.1240	yes
SRR28257226	PACBIO_SMRT	4299489	5133774	4810369	1.1940	1.1188	yes
SRR28257243	PACBIO_SMRT	4638994	7574970	6566071	1.6329	1.4154	yes
SRR28257247	PACBIO_SMRT	4645241	5729791	5301844	1.2335	1.1413	yes
SRR28257255	PACBIO_SMRT	4295479	5252110	4896290	1.2227	1.1399	yes
SRR28518279	PACBIO_SMRT	5165709	7750495	6389680	1.5004	1.2369	yes
SRR28552087	PACBIO_SMRT	6001468	7548502	7014126	1.2578	1.1687	yes
SRR28558243	PACBIO_SMRT	5169345	5117330	5133513	0.9899	0.9931	yes
SRR28576149	PACBIO_SMRT	4089687	3876950	3891430	0.9480	0.9515	yes
SRR28579936	PACBIO_SMRT	5231883	6549363	6021496	1.2518	1.1509	yes
SRR28580445	PACBIO_SMRT	6727739	6421222	6482894	0.9544	0.9636	yes
SRR28595544	PACBIO_SMRT	3159857	3001038	2987852	0.9497	0.9456	yes
SRR28679068	PACBIO_SMRT	5286002	5076630	5127313	0.9604	0.9700	yes
SRR28720844	PACBIO_SMRT	3930924	5235243	4841592	1.3318	1.2317	yes
SRR28730575	PACBIO_SMRT	4639068	5821550	5353688	1.2549	1.1540	yes
SRR28779488	PACBIO_SMRT	5712762	6755562	6299550	1.1825	1.1027	yes
SRR28781548	PACBIO_SMRT	2206681	2453149	2344950	1.1117	1.0627	yes
SRR28781557	PACBIO_SMRT	2095224	2307444	2220272	1.1013	1.0597	yes
SRR28781560	PACBIO_SMRT	2185927	2481231	2370205	1.1351	1.0843	yes
SRR28785304	PACBIO_SMRT	9114050	7815160	8115533	0.8575	0.8904	yes
SRR28875596	PACBIO_SMRT	3853966	3713970	3726206	0.9637	0.9668	yes
SRR29131298	PACBIO_SMRT	4224675	5123190	4781206	1.2127	1.1317	yes
SRR29131303	PACBIO_SMRT	6274003	8128625	7371210	1.2956	1.1749	yes
SRR29131306	PACBIO_SMRT	6275199	8023438	7314543	1.2786	1.1656	yes
SRR29131317	PACBIO_SMRT	6275453	8637607	7847325	1.3764	1.2505	yes
SRR29131322	PACBIO_SMRT	4227051	7709133	6814018	1.8238	1.6120	yes
SRR2924715	PACBIO_SMRT	4639914	6581050	5681062	1.4184	1.2244	yes
SRR2925029	PACBIO_SMRT	4089027	6382525	5227876	1.5609	1.2785	yes
SRR29360624	PACBIO_SMRT	3265637	3791736	3538431	1.1611	1.0835	yes
SRR29500127	PACBIO_SMRT	2265305	2188311	2195244	0.9660	0.9691	yes
SRR29504274	PACBIO_SMRT	2265305	2130902	2136408	0.9407	0.9431	yes
SRR29506353	PACBIO_SMRT	2291622	2247666	2246690	0.9808	0.9804	yes
SRR29516548	OXFORD_NANOPORE	6365678	6271494	6338604	0.9852	0.9957	yes
SRR29525484	PACBIO_SMRT	2282939	2277292	2277416	0.9975	0.9976	yes
SRR29533363	PACBIO_SMRT	2289796	2271988	2272384	0.9922	0.9924	yes
SRR29553744	PACBIO_SMRT	2216970	2231892	2232012	1.0067	1.0068	yes
SRR29553879	PACBIO_SMRT	2295778	2246986	2246138	0.9787	0.9784	yes
SRR29606854	PACBIO_SMRT	3350345	3006802	3015452	0.8975	0.9000	yes
SRR29632262	PACBIO_SMRT	2251573	2213682	2213786	0.9832	0.9832	yes
SRR29635771	PACBIO_SMRT	2297675	2256176	2256363	0.9819	0.9820	yes
SRR29644585	PACBIO_SMRT	7215835	6145190	6257583	0.8516	0.8672	yes
SRR29650136	PACBIO_SMRT	2425487	2405660	2415792	0.9918	0.9960	yes
SRR29676179	PACBIO_SMRT	2434017	2418241	2426202	0.9935	0.9968	yes
SRR29686943	PACBIO_SMRT	2482095	2362488	2373530	0.9518	0.9563	yes
SRR29687153	PACBIO_SMRT	2430581	2341562	2346065	0.9634	0.9652	yes
SRR29688496	PACBIO_SMRT	2486799	2428674	2435652	0.9766	0.9794	yes
SRR29688497	PACBIO_SMRT	2427823	2365848	2376714	0.9745	0.9789	yes
SRR29688498	PACBIO_SMRT	2458744	2231362	2246494	0.9075	0.9137	yes
SRR29688558	PACBIO_SMRT	2374838	2235552	2235214	0.9413	0.9412	yes
SRR29688559	PACBIO_SMRT	2348918	2261846	2263016	0.9629	0.9634	yes
SRR29688560	PACBIO_SMRT	2403676	2204503	2214636	0.9171	0.9214	yes
SRR29688561	PACBIO_SMRT	2364007	2262960	2267768	0.9573	0.9593	yes
SRR29688562	PACBIO_SMRT	2495200	2411713	2416960	0.9665	0.9686	yes
SRR29688624	PACBIO_SMRT	2473468	2407708	2418371	0.9734	0.9777	yes
SRR29944176	PACBIO_SMRT	4796457	6310723	5755556	1.3157	1.2000	yes
SRR30049752	PACBIO_SMRT	3872269	5728026	5125626	1.4792	1.3237	yes
SRR30049938	PACBIO_SMRT	10410654	15367762	13842928	1.4762	1.3297	yes
SRR30076315	PACBIO_SMRT	8753169	10809382	10007689	1.2349	1.1433	yes
SRR30076316	PACBIO_SMRT	7998085	14517988	12581277	1.8152	1.5730	yes
SRR30077469	PACBIO_SMRT	5074034	5677312	5314597	1.1189	1.0474	yes
SRR30082401	PACBIO_SMRT	6119030	10643861	9193425	1.7395	1.5024	yes
SRR30087447	PACBIO_SMRT	7738336	8427498	7813371	1.0891	1.0097	yes
SRR30128336	PACBIO_SMRT	5830992	5091330	5240006	0.8731	0.8986	yes
SRR30162148	PACBIO_SMRT	9426838	7779235	8013475	0.8252	0.8501	yes
SRR30162149	PACBIO_SMRT	11093179	3799864	4368370	0.3425	0.3938	yes
SRR3019206	PACBIO_SMRT	4194523	7128728	5675353	1.6995	1.3530	yes
SRR30211838	PACBIO_SMRT	8004949	11215082	10215844	1.4010	1.2762	yes
SRR30223606	PACBIO_SMRT	7079060	6659134	6803265	0.9407	0.9610	yes
SRR30238144	PACBIO_SMRT	6362976	5888945	5939305	0.9255	0.9334	yes
SRR30238161	PACBIO_SMRT	9919656	8075513	8310648	0.8141	0.8378	yes
SRR30255941	PACBIO_SMRT	7086255	11063722	9707568	1.5613	1.3699	yes
SRR30275311	PACBIO_SMRT	8104678	11136600	9997709	1.3741	1.2336	yes
SRR3028939	PACBIO_SMRT	4084533	7166779	5766543	1.7546	1.4118	yes
SRR30357565	PACBIO_SMRT	2791411	663578	426777	0.2377	0.1529	yes
SRR30357566	PACBIO_SMRT	2834287	1146906	647872	0.4047	0.2286	yes
SRR30357567	PACBIO_SMRT	2897507	681344	452430	0.2351	0.1561	yes
SRR30357568	PACBIO_SMRT	2759957	802786	624647	0.2909	0.2263	yes
SRR3038646	PACBIO_SMRT	3914565	6658546	5312791	1.7010	1.3572	yes
SRR3038655	PACBIO_SMRT	4159640	6517322	5504560	1.5668	1.3233	yes
SRR3038659	PACBIO_SMRT	3945134	5674500	4856743	1.4384	1.2311	yes
SRR30397318	PACBIO_SMRT	3366048	2896722	2904298	0.8606	0.8628	yes
SRR30573099	PACBIO_SMRT	3586765	3545376	3553826	0.9885	0.9908	yes
SRR30599898	PACBIO_SMRT	6347129	11125188	9962691	1.7528	1.5696	yes
SRR30640849	PACBIO_SMRT	4422110	4042690	4169433	0.9142	0.9429	yes
SRR30641007	PACBIO_SMRT	4422110	4100517	4182212	0.9273	0.9458	yes
SRR3109671	PACBIO_SMRT	3584812	6311230	5030066	1.7605	1.4032	yes
SRR3109909	PACBIO_SMRT	4169506	7584822	6070826	1.8191	1.4560	yes
SRR3109926	PACBIO_SMRT	4109153	6622671	5505853	1.6117	1.3399	yes
SRR3109930	PACBIO_SMRT	3211717	4423470	3715708	1.3773	1.1569	yes
SRR3109983	PACBIO_SMRT	4020063	7045706	5711464	1.7526	1.4207	yes
SRR3114698	PACBIO_SMRT	1974262	2492542	2248122	1.2625	1.1387	yes
SRR3114710	PACBIO_SMRT	2199877	2921318	2469831	1.3279	1.1227	yes
SRR3356468	PACBIO_SMRT	5643099	8860464	7082764	1.5701	1.2551	yes
SRR3356531	PACBIO_SMRT	5601971	8751235	6928674	1.5622	1.2368	yes
SRR3441689	PACBIO_SMRT	4103417	4303395	4217309	1.0487	1.0278	yes
SRR3441720	PACBIO_SMRT	4133777	95416888	39703328	23.0823	9.6046	yes
SRR3593477	PACBIO_SMRT	3425292	5851743	4647796	1.7084	1.3569	yes
SRR3880289	PACBIO_SMRT	4574859	8841528	5785416	1.9326	1.2646	yes
SRR3880290	PACBIO_SMRT	6626583	17261262	9553501	2.6049	1.4417	yes
SRR3880376	PACBIO_SMRT	4403499	9383488	5992062	2.1309	1.3608	yes
SRR3880379	PACBIO_SMRT	4674684	8509933	6520413	1.8204	1.3948	yes
SRR3880380	PACBIO_SMRT	4964647	9673048	7054417	1.9484	1.4209	yes
SRR4017189	PACBIO_SMRT	3431804	3334172	3384975	0.9716	0.9864	yes
SRR4097312	PACBIO_SMRT	6643823	8358214	7344685	1.2580	1.1055	yes
SRR4097316	PACBIO_SMRT	6642996	8447049	7412795	1.2716	1.1159	yes
SRR4097329	PACBIO_SMRT	6681992	8142006	7218846	1.2185	1.0803	yes
SRR4097352	PACBIO_SMRT	6645477	8063528	7012470	1.2134	1.0552	yes
SRR4097552	PACBIO_SMRT	6681975	8416316	7406446	1.2596	1.1084	yes
SRR4097624	PACBIO_SMRT	6639108	8115049	7147883	1.2223	1.0766	yes
SRR4097691	PACBIO_SMRT	6681981	8385015	7332582	1.2549	1.0974	yes
SRR4097763	PACBIO_SMRT	6683204	8426491	7356207	1.2608	1.1007	yes
SRR4300073	PACBIO_SMRT	5531320	7732585	6366080	1.3980	1.1509	yes
SRR4300075	PACBIO_SMRT	5530258	12940594	8750232	2.3400	1.5822	yes
SRR5066061	PACBIO_SMRT	6852809	13844935	11686900	2.0203	1.7054	no
SRR5179548	PACBIO_SMRT	6441270	9422148	7827014	1.4628	1.2151	yes
SRR5282539	PACBIO_SMRT	7222235	10503287	8534617	1.4543	1.1817	yes
SRR5320247	PACBIO_SMRT	2802697	3706902	3285114	1.3226	1.1721	yes
SRR5320430	PACBIO_SMRT	5386612	8746405	6811738	1.6237	1.2646	yes
SRR5362220	PACBIO_SMRT	2414275	18661332	14571397	7.7296	6.0355	yes
SRR5362225	PACBIO_SMRT	2838633	17353222	13665314	6.1132	4.8140	yes
SRR5400280	PACBIO_SMRT	4934662	16525115	12476176	3.3488	2.5283	yes
SRR5440732	PACBIO_SMRT	5501145	37493456	26850852	6.8156	4.8810	yes
SRR5635116	PACBIO_SMRT	5732200	7786904	6639842	1.3584	1.1583	yes
SRR5810498	PACBIO_SMRT	2343999	3455294	2871354	1.4741	1.2250	yes
SRR5810500	PACBIO_SMRT	2334880	4370122	3379988	1.8717	1.4476	yes
SRR5817725	OXFORD_NANOPORE	6614036	6783159	6941237	1.0256	1.0495	yes
SRR5826156	PACBIO_SMRT	4103251	26313662	15460910	6.4129	3.7680	yes
SRR5829677	PACBIO_SMRT	4088698	18828260	12411098	4.6050	3.0355	yes
SRR5829729	PACBIO_SMRT	4111644	31429116	22212292	7.6439	5.4023	yes
SRR5855230	PACBIO_SMRT	2153937	2504242	2288409	1.1626	1.0624	yes
SRR5949107	PACBIO_SMRT	7437059	15782572	11560022	2.1222	1.5544	yes
SRR5949108	PACBIO_SMRT	7436980	14203723	10732842	1.9099	1.4432	yes
SRR6008331	PACBIO_SMRT	7207640	11994310	9616641	1.6641	1.3342	yes
SRR6029562	PACBIO_SMRT	9611874	22194420	12190384	2.3091	1.2683	yes
SRR6331514	PACBIO_SMRT	2468871	12210633	8905958	4.9458	3.6073	yes
SRR6413814	PACBIO_SMRT	7278330	13698235	10208796	1.8821	1.4026	yes
SRR6515889	PACBIO_SMRT	5629494	14262494	11023509	2.5335	1.9582	no
SRR6635820	PACBIO_SMRT	5079402	10852584	8418854	2.1366	1.6574	yes
SRR6635822	PACBIO_SMRT	5079402	9973062	8510538	1.9634	1.6755	yes
SRR6742499	PACBIO_SMRT	6462637	11410060	8827191	1.7655	1.3659	yes
SRR6825087	PACBIO_SMRT	3502671	8973552	6036147	2.5619	1.7233	yes
SRR6982907	PACBIO_SMRT	5553146	11450499	8348042	2.0620	1.5033	yes
SRR6982908	PACBIO_SMRT	5555919	12521006	9095936	2.2536	1.6372	yes
SRR6982909	PACBIO_SMRT	5553249	9299318	7176628	1.6746	1.2923	yes
SRR6982910	PACBIO_SMRT	5553251	8169648	6558580	1.4711	1.1810	yes
SRR6982911	PACBIO_SMRT	5553154	8863713	6897750	1.5962	1.2421	yes
SRR6982912	PACBIO_SMRT	5553163	8193634	6580212	1.4755	1.1849	yes
SRR6982913	PACBIO_SMRT	5553169	8109182	6543869	1.4603	1.1784	yes
SRR6982914	PACBIO_SMRT	5553158	9155353	7049218	1.6487	1.2694	yes
SRR6982915	PACBIO_SMRT	5555913	11077162	7723827	1.9938	1.3902	yes
SRR6982916	PACBIO_SMRT	5555925	7183969	5983942	1.2930	1.0770	yes
SRR6982917	PACBIO_SMRT	5551313	6703411	5863744	1.2075	1.0563	yes
SRR6982918	PACBIO_SMRT	5553158	6942628	6009192	1.2502	1.0821	yes
SRR6982919	PACBIO_SMRT	5552230	7923343	6595882	1.4271	1.1880	yes
SRR6982920	PACBIO_SMRT	5531321	7577006	6364035	1.3698	1.1505	yes
SRR6982921	PACBIO_SMRT	5542245	7910396	6471040	1.4273	1.1676	yes
SRR6982922	PACBIO_SMRT	5559170	7195275	6241826	1.2943	1.1228	yes
SRR6982923	PACBIO_SMRT	5542240	6814518	6020845	1.2296	1.0864	yes
SRR6982924	PACBIO_SMRT	5542244	7163036	6237062	1.2924	1.1254	yes
SRR6982925	PACBIO_SMRT	5600993	7275514	6205238	1.2990	1.1079	yes
SRR6982926	PACBIO_SMRT	5601006	6999374	6125316	1.2497	1.0936	yes
SRR6982927	PACBIO_SMRT	5680026	11569767	8545429	2.0369	1.5045	yes
SRR6982928	PACBIO_SMRT	5697472	10090578	7778254	1.7711	1.3652	yes
SRR6982929	PACBIO_SMRT	5555919	6814791	5840041	1.2266	1.0511	yes
SRR6982931	PACBIO_SMRT	5551589	7622175	6396002	1.3730	1.1521	yes
SRR6982932	PACBIO_SMRT	5551339	12118658	8677564	2.1830	1.5631	yes
SRR6982933	PACBIO_SMRT	5555563	6330564	5568814	1.1395	1.0024	yes
SRR6982934	PACBIO_SMRT	5553074	8050632	6459512	1.4498	1.1632	yes
SRR6982935	PACBIO_SMRT	5555919	7572826	6274480	1.3630	1.1293	yes
SRR6982936	PACBIO_SMRT	5555917	7039134	6078806	1.2670	1.0941	yes
SRR6982937	PACBIO_SMRT	5546907	9463357	7500505	1.7061	1.3522	yes
SRR6982938	PACBIO_SMRT	5495749	7340293	6295847	1.3356	1.1456	yes
SRR6982939	PACBIO_SMRT	5553168	6837206	5956901	1.2312	1.0727	yes
SRR6982940	PACBIO_SMRT	5555918	7402760	6256812	1.3324	1.1262	yes
SRR6982941	PACBIO_SMRT	5553150	7507674	6260936	1.3520	1.1275	yes
SRR6982942	PACBIO_SMRT	5517290	7313816	6114737	1.3256	1.1083	yes
SRR6982943	PACBIO_SMRT	5517227	6812584	5739304	1.2348	1.0403	yes
SRR6982945	PACBIO_SMRT	5577185	8383722	6735450	1.5032	1.2077	yes
SRR6985643	PACBIO_SMRT	2855408	36146128	23485680	12.6588	8.2250	yes
SRR6985735	PACBIO_SMRT	4897845	12734618	10127262	2.6000	2.0677	yes
SRR7183053	PACBIO_SMRT	3005997	11915290	6677626	3.9638	2.2214	yes
SRR7183054	PACBIO_SMRT	3005997	11583081	6404461	3.8533	2.1306	yes
SRR7183055	PACBIO_SMRT	3005997	9012486	5539721	2.9982	1.8429	yes
SRR7205491	PACBIO_SMRT	5379839	7397313	6794928	1.3750	1.2630	yes
SRR7640589	PACBIO_SMRT	2566193	4086555	3196158	1.5925	1.2455	yes
SRR7640590	PACBIO_SMRT	2566193	3970306	2997406	1.5472	1.1680	yes
SRR7640788	PACBIO_SMRT	4141708	10380609	7082091	2.5064	1.7099	yes
SRR7668116	PACBIO_SMRT	2478942	6915628	4147836	2.7897	1.6732	yes
SRR7686016	PACBIO_SMRT	3628651	6142804	5696463	1.6929	1.5699	yes
SRR7686591	PACBIO_SMRT	4614212	6308578	5352893	1.3672	1.1601	yes
SRR7692455	PACBIO_SMRT	1833864	3780413	2853061	2.0614	1.5558	yes
SRR7692458	PACBIO_SMRT	1838740	3508218	2545536	1.9079	1.3844	yes
SRR7692459	PACBIO_SMRT	1833710	3471075	2567470	1.8929	1.4002	yes
SRR7692460	PACBIO_SMRT	1840062	3597396	2645171	1.9550	1.4375	yes
SRR7692504	PACBIO_SMRT	1833305	3326892	2608448	1.8147	1.4228	yes
SRR7692507	PACBIO_SMRT	2013003	3778412	2831583	1.8770	1.4066	yes
SRR7721906	PACBIO_SMRT	2337902	16759990	11910937	7.1688	5.0947	yes
SRR7781231	PACBIO_SMRT	3558757	6724427	5648104	1.8895	1.5871	yes
SRR7817081	PACBIO_SMRT	5642022	8224220	6447904	1.4577	1.1428	yes
SRR7971250	PACBIO_SMRT	5581536	24316912	18236732	4.3567	3.2673	yes
SRR7971259	PACBIO_SMRT	5638235	14927762	12142187	2.6476	2.1535	yes
SRR8105427	PACBIO_SMRT	3387846	4093095	3661742	1.2082	1.0808	yes
SRR8258035	PACBIO_SMRT	1908276	1052816	647367	0.5517	0.3392	yes
SRR8283322	PACBIO_SMRT	1273530	1117558	1124386	0.8775	0.8829	yes
SRR8293886	PACBIO_SMRT	5096894	5848226	5412932	1.1474	1.0620	yes
SRR8305981	PACBIO_SMRT	4806207	7738430	7027896	1.6101	1.4623	yes
SRR8305998	PACBIO_SMRT	4459473	6212310	5675292	1.3931	1.2726	yes
SRR8306355	PACBIO_SMRT	4688242	6505548	5959534	1.3876	1.2712	yes
SRR8306745	PACBIO_SMRT	4774176	6510458	6029300	1.3637	1.2629	yes
SRR8327213	PACBIO_SMRT	7367863	13296096	10086934	1.8046	1.3690	yes
SRR8362596	PACBIO_SMRT	4917491	7148266	6436988	1.4536	1.3090	yes
SRR8362597	PACBIO_SMRT	5220569	7037866	6414580	1.3481	1.2287	yes
SRR8362616	PACBIO_SMRT	4949027	6589932	5711348	1.3316	1.1540	yes
SRR8362618	PACBIO_SMRT	2939705	4084775	3822558	1.3895	1.3003	yes
SRR8362621	PACBIO_SMRT	5645678	7563551	6951682	1.3397	1.2313	yes
SRR8362625	PACBIO_SMRT	5536651	7457799	6754320	1.3470	1.2199	yes
SRR8362631	PACBIO_SMRT	4581781	6434374	5854945	1.4043	1.2779	yes
SRR8365815	PACBIO_SMRT	8025568	21432512	18172104	2.6705	2.2643	yes
SRR8416122	PACBIO_SMRT	2996750	5926154	4412332	1.9775	1.4724	yes
SRR8416224	PACBIO_SMRT	3824290	6569200	5208206	1.7178	1.3619	yes
SRR8489231	PACBIO_SMRT	4774876	7015282	6009012	1.4692	1.2585	yes
SRR8489233	PACBIO_SMRT	4727462	6903535	5884971	1.4603	1.2448	yes
SRR8489307	PACBIO_SMRT	5144090	7055270	6411514	1.3715	1.2464	yes
SRR8489315	PACBIO_SMRT	4727570	6932528	5923328	1.4664	1.2529	yes
SRR8549120	PACBIO_SMRT	5305706	7104371	6500574	1.3390	1.2252	yes
SRR8549885	PACBIO_SMRT	4858998	7118554	5917312	1.4650	1.2178	yes
SRR8618952	PACBIO_SMRT	4907789	5833540	5266750	1.1886	1.0731	yes
SRR8893068	PACBIO_SMRT	5316784	7697372	6789445	1.4477	1.2770	yes
SRR8961732	PACBIO_SMRT	5504076	8368772	7331582	1.5205	1.3320	yes
SRR8984467	PACBIO_SMRT	4581018	9483972	8181856	2.0703	1.7860	yes
SRR8989648	PACBIO_SMRT	6478619	26272010	19001394	4.0552	2.9329	yes
SRR9027110	PACBIO_SMRT	7163595	10261095	8501439	1.4324	1.1868	yes
SRR9043820	PACBIO_SMRT	3561338	10883136	7356996	3.0559	2.0658	yes
SRR9052984	PACBIO_SMRT	1898954	2373059	2153614	1.2497	1.1341	yes
SRR9056840	PACBIO_SMRT	5120753	6550172	5734275	1.2791	1.1198	yes
SRR9119442	PACBIO_SMRT	5031277	19565140	12308234	3.8887	2.4463	yes
SRR9119443	PACBIO_SMRT	5031277	18792674	12050205	3.7352	2.3951	yes
SRR9150091	PACBIO_SMRT	2801264	12375999	7538780	4.4180	2.6912	yes
SRR9176580	PACBIO_SMRT	2652717	5590914	4802894	2.1076	1.8106	yes
SRR9313687	PACBIO_SMRT	3896541	6620867	5271254	1.6992	1.3528	yes
SRR9588640	PACBIO_SMRT	4426525	7339191	5666251	1.6580	1.2801	yes
SRR9609586	PACBIO_SMRT	2738835	5309650	4239142	1.9387	1.5478	yes
SRR9641469	PACBIO_SMRT	3352987	9906202	7758222	2.9544	2.3138	yes
SRR9693851	PACBIO_SMRT	5645963	9080854	7214989	1.6084	1.2779	yes
SRR9694229	PACBIO_SMRT	5503522	10295208	8054446	1.8707	1.4635	yes
SRR9701318	PACBIO_SMRT	3983303	11637908	8290420	2.9217	2.0813	yes
SRR9701320	PACBIO_SMRT	3983323	6517470	5357832	1.6362	1.3451	yes
SRR9794369	PACBIO_SMRT	2430152	5135242	3803896	2.1131	1.5653	yes
SRR9822117	PACBIO_SMRT	5082434	9003679	6651506	1.7715	1.3087	yes
SRR9849571	OXFORD_NANOPORE	4107409	4423691	4344528	1.0770	1.0577	yes
SRR9861703	PACBIO_SMRT	2722946	2806295	2554067	1.0306	0.9380	yes
SRR9887248	PACBIO_SMRT	7075587	10761944	9399752	1.5210	1.3285	yes
